Source,Target,Year,Weight,Keywords
22833950300,24437773100,2015,2,"['Cloud computing', 'Evolutionary computing', 'Optimisation metrics', 'Reputation', 'Scheduling algorithms', 'Aperiodic tasks', 'Big data', 'Deadline scheduling', 'Resource allocation and Cloud environments']"
22833950300,55155493300,2015,1,"['computational process', 'data replication', 'JXTA', 'P2P', 'peergroup architecture']"
24437773100,53979434800,2015,1,['']
39360985600,24447797000,2012,1,"['IEC 61850', 'Power systems', 'Protection', 'Smart grid']"
39360985600,25122076500,2011,1,"['Power system', 'Real time monitoring', 'SCADA concepts', 'Wide area measurement systems']"
35408647300,25824044400,2009,1,"['Load frequency control', 'System identification', 'Thermal and hydro power generation unit model']"
16552436100,24447797000,2010,1,"['Evolved control', 'Fuzzy model', 'Nonlinear system', 'Predictive control']"
16552436100,6506888108,2007,1,"['Drum boiler', 'Fault detection', 'Fuzzy T-S model', 'Nonlinear system', 'Parity equation', 'Predictive control']"
16552436100,25122076500,2008,3,"['Artificial vision system', 'Control management system', 'Data transfer consistency', 'Ethernet-based communication', 'Industrial robotic application', 'Routing control system', 'Dynamic optimum threshold', 'Global optimum thresholding', 'Gray level histogram', 'Gray level image binarization', 'Temporal histogram', 'Temporal thresholding and moving scene in robotic automation', 'Vision systems', 'Dual-camera vision system', 'Industrial vision system', 'Line-scan camera', 'Moving scene in robotic automation']"
16552436100,25122076500,2010,1,"['Evolved control', 'Fuzzy model', 'Nonlinear system', 'Predictive control']"
16552436100,25122076500,2017,1,"['Control strategies', 'Control techniques', 'Internet of electricity', 'Microgrid']"
24447797000,25122076500,2010,1,"['Evolved control', 'Fuzzy model', 'Nonlinear system', 'Predictive control']"
24447797000,25122076500,2008,1,"['Analytical model based methods', 'Fault detection', 'Signal based methods']"
24447797000,25824044400,2008,1,"['Frequency and load control', 'Gas turbines', 'Modeling', 'Power plants']"
24447797000,25824044400,2010,1,"['Large scale system', 'Load dispatching', 'Load Frequency Control', 'Power system']"
25122076500,55336708700,2017,1,"['agriculture', 'control', 'irrigation', 'precision', 'telemetry']"
25122076500,57200176357,2017,1,"['agriculture', 'control', 'irrigation', 'precision', 'telemetry']"
55336708700,57200176357,2017,1,"['agriculture', 'control', 'irrigation', 'precision', 'telemetry']"
55886849400,56272894200,2013,1,"['Complex parts', 'Concurrent 3D modeling', 'Face', 'Remodeling', 'Solid']"
56271935900,56960335100,2014,1,"['Accuracy control', 'Hexapod', 'Parallel structure', 'Static analysis', 'System modeling']"
57189492422,57189494730,2016,1,['']
55985983200,57194463086,2017,1,"['FEM', 'Industrial AGV', 'Mecanum wheel', 'Mobility', 'Rubber', 'Simulation']"
6507694341,6602961294,2001,1,['']
6507694341,6602961294,2008,1,['']
6507694341,6602961294,2009,1,['']
7003368070,57198346644,2017,1,"['Acetonitrile', 'Chronoamperometry', 'Cobaltocenium', 'Cyclic voltammetry', 'Diffusion coefficient', 'Dimethylsulfoxide']"
7003368070,6603476378,2017,1,"['5-[(azulen-1-yl) Methylene]-2-thioxothiazolidin-4-one', 'Electrochemical Impedance Spectroscopy', 'Modified electrodes']"
7003368070,39061962300,2007,1,"['4-diazo-N,N-diethylaniline tetrafluoroborate', 'Blocking properties', 'Electrografting', 'Grafting by immersion']"
7003368070,39061962300,2008,2,"['Electrografting', 'Grafting by immersion', 'p-nitrobenzenediazonium tetrafluoroborate', 'Carbon modification', 'Diazonium salt', 'Electrochemistry', 'Electrografting', 'Functionalization']"
7003368070,39061962300,2009,1,"['4-diazo- N', 'Electrografting', 'Functionalization', 'Glassy carbon', 'N-diethylaniline tetrafluoroborate', 'P-nitrobenzenediazonium tetrafluoroborate', 'Singlewalled carbon nanotubes']"
7003368070,39061962300,2017,1,"['Acetonitrile', 'Chronoamperometry', 'Cobaltocenium', 'Cyclic voltammetry', 'Diffusion coefficient', 'Dimethylsulfoxide']"
55915228300,7003370931,2014,1,"['Dimethyl sulfoxide', 'Ethylene glycol', 'Ionic liquids', 'Zinc oxide']"
55915228300,7003370931,2018,1,"['Pozzolanic activity', 'Self-cleaning mortar', 'Sol-gel synthesis method', 'Titania-silica fume composites']"
55915228300,6506107832,2014,1,"['Dimethyl sulfoxide', 'Ethylene glycol', 'Ionic liquids', 'Zinc oxide']"
55915228300,6506107832,2018,1,"['Pozzolanic activity', 'Self-cleaning mortar', 'Sol-gel synthesis method', 'Titania-silica fume composites']"
6602961294,35194418100,2009,1,"['Diethylene glycol', 'Ethyleneglycol', 'Molar volume', 'Prediction']"
6602961294,36631039700,2010,1,['']
6602961294,36631039700,2011,1,['']
6602961294,36631039700,2012,1,"['Biodiesel', 'Biofuel', 'Fatty acids', 'Transesterification', 'Viscosity']"
6602961294,36631039700,2013,1,"['Apparent molar volume', 'Jones-Dole equation', 'l-Histidine', 'Transfer volume']"
6602961294,36631039700,2016,1,['']
6602961294,36631039700,2017,1,"['Amino acids', 'Molecular descriptors', 'Transfer volumes']"
6602961294,36630028500,2010,2,"['Ethylene glycol', 'Prediction', 'Refractive index', 'Chloride', 'Choline', 'Density', 'Ionic liquids', 'Viscosity']"
6602961294,36630028500,2011,1,['']
6602961294,36630028500,2014,1,['']
6602961294,36630028500,2016,1,"['1-ethyl-3-methylimidazolium tetrafluoroborate', 'Ionic liquids', 'Prediction and correlation', 'Viscosity', 'Viscosity deviations']"
6602961294,57142178400,2010,1,['']
6602961294,35193830500,2009,1,"['1,4-dioxane', '1-butanol', 'Density', 'Dimethyl sulfoxide', 'Viscosity']"
6602961294,35193830500,2010,2,"['Diethylene glycol', 'Prediction', 'Refractive index', '1-hexanol', 'Density', 'DMSO', 'Flory', 'Refractive index']"
6602961294,35193830500,2011,1,['']
6602961294,39362086000,2011,1,"['1,4-Dioxane', '1-Butyl-3-methylimidazolium tetrafluoroborate ionic liquid', 'Acetonitrile', 'Conductivity', 'DMSO', 'Ethylene glycol', 'Viscosity']"
57198346644,39061962300,2017,1,"['Acetonitrile', 'Chronoamperometry', 'Cobaltocenium', 'Cyclic voltammetry', 'Diffusion coefficient', 'Dimethylsulfoxide']"
6603476378,6602753639,2009,1,"['Choline chloride-urea eutectic', 'Electrodeposition', 'Ionic liquids', 'NiSn alloy']"
6603476378,6602753639,2011,1,"['Ionic liquid', 'Pulse plating', 'Tellurides', 'Thermoelectric films']"
6603476378,6602753639,2013,1,"['Choline chloride based ionic liquids', 'Chromium electrodeposition', 'Density', 'Electrode processes of chromium ions', 'Hexahydrate chromium trichloride', 'Viscosity']"
6603476378,6602753639,2014,2,"['Choline chloride', 'Cyclic voltammetry', 'Ethylene glycol', 'Ionic liquids', 'Malonic acid', 'Urea', '']"
6603476378,6602753639,2015,2,"['Choline chloride', 'Cobalt thin film', 'Electrodeposition', 'Ionic liquid analogue', 'Magnetism', 'Co', 'Co-Mo alloy', 'Corrosion behaviour', 'Electrodeposition', 'Ionic liquids']"
6603476378,6602753639,2016,3,"['Crystalline structure', 'Electrochemical deposition', 'Ethaline', 'Morphology', 'Zinc telluride film', 'Antimony telluride', 'Choline chloride-ethylene glycol mixture', 'Choline chloride-oxalic acid mixture', 'Copper telluride', 'Electrodeposition', 'Ionic liquid', 'Choline chloride based ionic liquids', 'Cyclic voltammetry', 'Electrodeposition', 'Zinc nitrate solutions', 'Zinc oxide']"
6603476378,55830322800,2013,1,"['Choline chloride based ionic liquids', 'Chromium electrodeposition', 'Density', 'Electrode processes of chromium ions', 'Hexahydrate chromium trichloride', 'Viscosity']"
6603476378,55830322800,2015,1,"['Choline chloride', 'Cobalt thin film', 'Electrodeposition', 'Ionic liquid analogue', 'Magnetism']"
7003370931,6506107832,2012,1,"['HRTEM', 'Photoluminescence', 'Pyrosol method', 'ZnO Nanostructured particles']"
7003370931,6506107832,2013,1,"['Co-condensation', 'Crown ether', 'Grafting', 'Mesoporous silica']"
7003370931,6506107832,2014,1,"['Dimethyl sulfoxide', 'Ethylene glycol', 'Ionic liquids', 'Zinc oxide']"
7003370931,6506107832,2016,1,"['Biocompatibility', 'Green solvent', 'Hybrid particles', 'Magnetite nanoparticles', 'Zn-carboxylato-complexes']"
7003370931,6506107832,2017,1,"['Blend membranes', 'Polysulfone', 'Tio nanoparticles 2', 'Ultrafiltration']"
7003370931,6506107832,2018,3,"['Pozzolanic activity', 'Self-cleaning mortar', 'Sol-gel synthesis method', 'Titania-silica fume composites', '', 'Antimicrobial activity', 'Chitosan', 'CoFe O 2 4', 'Mössbauer spectroscopy', 'Transmission electron microscopy', 'Wet ferritization']"
7003370931,39061962300,2016,1,"['aryl diazonium salts', 'aryl-modified electrodes', 'glucose biosensors', 'selectivity']"
35194418100,35193830500,2009,1,"['Diethylene glycol', 'Ethyleneglycol', 'Molar volume', 'Prediction']"
36631039700,36630028500,2010,1,"['Ethylene glycol', 'Prediction', 'Refractive index']"
36631039700,57142178400,2010,1,['']
36631039700,35193830500,2010,1,"['Diethylene glycol', 'Prediction', 'Refractive index']"
6602753639,55830322800,2013,1,"['Choline chloride based ionic liquids', 'Chromium electrodeposition', 'Density', 'Electrode processes of chromium ions', 'Hexahydrate chromium trichloride', 'Viscosity']"
6602753639,55830322800,2014,1,"['Choline chloride based ionic liquid', 'Cobalt', 'Cobalt-antimony compound', 'Electro-deposition', 'Ethylene glycol']"
6602753639,55830322800,2015,1,"['Choline chloride', 'Cobalt thin film', 'Electrodeposition', 'Ionic liquid analogue', 'Magnetism']"
6507347472,16638326800,2007,1,"['Interface', 'Metallic biomaterials', 'Tissue interactions']"
6507347472,16638326800,2011,1,"['Computer simulation', 'Microscopy', 'Nanotechnology', 'Sensors']"
6507347472,55201413700,2010,1,['']
6507347472,23477877400,2007,1,"['Interface', 'Metallic biomaterials', 'Tissue interactions']"
6507347472,16240836300,2012,1,"['Addition powder morphology', 'Physical properties', 'Spark plasma sintering']"
6507347472,16240836300,2011,1,['']
6507347472,24821593900,2008,1,"['Electrolytic refining', 'Remnant anodes', 'Scraps', 'Secondary copper']"
6507347472,6506105191,2011,1,"['Quantitative microstructural analysis', 'Sintered Al-Cu/SiCp composites']"
6507347472,23134396800,2013,1,"['Electrochemical deposition', 'Hydroxyapatite', 'Surface treatments']"
6507347472,23134396800,2012,1,"['Coating', 'Corrosion', 'Hydroxyapatite (HA)', 'Surface treatments', 'Titanium']"
16638326800,16307862600,2015,1,"['Bovine bone derived hydroxyapatite', 'FT-IR', 'SEM', 'XRD']"
16638326800,23395097700,2011,1,"['Bone', 'Spectroscopy']"
16638326800,23395097700,2012,1,"['Bone particles', 'Trace elements', 'XRF analysis']"
16638326800,23395097700,2013,1,"['EDPXRF', 'Heavy metals', 'Human hard tissues', 'SEM/EDS']"
16638326800,23395097700,2018,1,"['Analysis depth', 'Bovine bone', 'Contact angle', 'Hydroxyapatite', 'Induced wettability', 'Surface and bulk composition']"
16638326800,55061447800,2014,1,"['Artificial saliva', 'Corrosion', 'Dental materials', 'Titanium']"
16638326800,15924547200,2007,1,"['Cell immobilization', 'Phase inversion', 'Polysulfone membranes']"
16638326800,15924547200,2014,3,"['Aminoacids', 'Cellulose acetate membrane', 'Proteins', 'Surfactant', 'Amino propyl triethoxy silane', 'Ethanolamine', 'Functionalization', 'Titanium', 'Titanium hydroxide', 'Carbon nanotubes', 'Composite membrane', 'Polyethylene imine', 'Polysulfone']"
16638326800,15924547200,2015,1,"['Bone', 'Thermal properties', 'Thermal transformation']"
16638326800,15924547200,2016,5,"['Biomedical applications', 'Cellulose acetate', 'Covalent immobilization', 'Membranes', 'Osteoblasts', 'Sericin', 'adhesion induced by sintering', 'antibacterial effect', 'Bovine bone-derived hydroxyapatite', 'silver microparticles', 'wettability agent', 'cellulose', 'graphene', 'membranes', 'nanocomposite', 'polymers', 'polysulfone', 'Carbon nanotubes', 'Derivatization', 'Membrane', 'Polysulfone', 'Bovine bone', 'Heat treatment', 'Hydroxyapatite', 'Naturally-derived ceramics']"
16638326800,15924547200,2017,1,"['Bi-phasic calcium phosphate', 'Ca/P molar ratio', 'Dolomitic marble and Mytilus galloprovincialis seashell', 'Hydroxyapatite chemical precipitation', 'Hydroxyapatite phase-proportion']"
16638326800,15924547200,2018,2,"['Analysis depth', 'Bovine bone', 'Contact angle', 'Hydroxyapatite', 'Induced wettability', 'Surface and bulk composition', 'Biogenic hydroxyapatite synthesis', 'In vitro assays', 'Surface characteristics']"
16638326800,23477877400,2007,1,"['Interface', 'Metallic biomaterials', 'Tissue interactions']"
16638326800,16240836300,2011,1,"['Human bone', 'SEM-EDS', 'TGA-DSC', 'Thermal treatment']"
16638326800,16240836300,2016,1,"['Bovine bone', 'Heat treatment', 'Hydroxyapatite', 'Naturally-derived ceramics']"
16638326800,16240836300,2017,1,"['Bi-phasic calcium phosphate', 'Ca/P molar ratio', 'Dolomitic marble and Mytilus galloprovincialis seashell', 'Hydroxyapatite chemical precipitation', 'Hydroxyapatite phase-proportion']"
16638326800,26434451200,2009,1,"['EDP-XRFS analysis', 'Enamel', 'SEM investigation', 'Thermal barrier effect', 'Thermal diffusivity']"
16638326800,7003985166,2007,1,"['AISI 316', 'Biomaterial', 'Matrix effect', 'Spectrochemical analysis']"
16638326800,7003985166,2009,1,"['EDP-XRFS analysis', 'Enamel', 'SEM investigation', 'Thermal barrier effect', 'Thermal diffusivity']"
16638326800,7003985166,2011,1,"['Bone', 'Spectroscopy']"
16638326800,7003985166,2012,1,"['Bone particles', 'Trace elements', 'XRF analysis']"
16638326800,7003985166,2013,1,"['EDPXRF', 'Heavy metals', 'Human hard tissues', 'SEM/EDS']"
16638326800,7003985166,2014,1,"['EDPXRF', 'Trace elements', 'WDXRF']"
16638326800,7003985166,2018,1,"['Analysis depth', 'Bovine bone', 'Contact angle', 'Hydroxyapatite', 'Induced wettability', 'Surface and bulk composition']"
16638326800,36616787300,2011,1,"['Human bone', 'SEM-EDS', 'TGA-DSC', 'Thermal treatment']"
16638326800,36616787300,2012,1,"['Bone graft', 'Calcium phosphate', 'Hydroxyapatite', 'Microstructure']"
16638326800,36616787300,2015,1,"['Bovine bone derived hydroxyapatite', 'FT-IR', 'SEM', 'XRD']"
16638326800,36616787300,2016,1,"['All-ceramic dental prostheses', 'Dental ceramics', 'Dental prostheses', 'Failure analysis', 'Fracture analysis', 'Interface', 'Metal-ceramic', 'Morphology', 'SEM', 'Surface analysis']"
16638326800,36616787300,2017,1,"['Bi-phasic calcium phosphate', 'Ca/P molar ratio', 'Dolomitic marble and Mytilus galloprovincialis seashell', 'Hydroxyapatite chemical precipitation', 'Hydroxyapatite phase-proportion']"
16638326800,6506105191,2007,1,"['AISI 316', 'Biomaterial', 'Matrix effect', 'Spectrochemical analysis']"
16638326800,6506105191,2009,2,"['', 'EDP-XRFS analysis', 'Enamel', 'SEM investigation', 'Thermal barrier effect', 'Thermal diffusivity']"
16638326800,6506105191,2010,1,"['Pad', 'PCB substrate', 'Thermal diffusivity']"
16638326800,6506105191,2011,2,"['Human bone', 'SEM-EDS', 'TGA-DSC', 'Thermal treatment', 'Depth of X-ray excitation', 'Microanalysis', 'Nanolayers', 'Software simulation']"
16638326800,6506105191,2012,1,"['Heat service stability', 'IMC', 'Low Ni', 'Stainless maraging steel']"
16638326800,6506105191,2013,1,"['Bone thermal treatment', 'Chemical composition by EDS', 'Thermal expansion', 'XRF']"
16638326800,6506105191,2014,2,"['Metal-ceramic', 'Thermal diffusivity', 'Thermal expansion', 'Metallic implant', 'Surface finishing', 'Tissue anchoring']"
16638326800,6506105191,2015,1,"['Cooling conditions', 'FT-IR', 'Heat treated bovine bone', 'SEM']"
16638326800,23478449000,2007,1,"['AISI 316', 'Biomaterial', 'Matrix effect', 'Spectrochemical analysis']"
16638326800,23135945600,2011,1,"['Depth of X-ray excitation', 'Microanalysis', 'Nanolayers', 'Software simulation']"
16638326800,23134396800,2015,1,"['Composition', 'Engineered atomic inter-diffusion', 'GMR effect', 'Structure', 'Sub-micrometric magnetic layers']"
16638326800,54379688400,2011,1,"['Depth of X-ray excitation', 'Electron beam', 'Microanalysis', 'Multilayer nanostructures']"
16638326800,54379688400,2014,5,"['Metal-ceramic', 'Thermal diffusivity', 'Thermal expansion', 'Metallic implant', 'Surface finishing', 'Tissue anchoring', 'Interface', 'Metal base dental alloys', 'Metal-ceramic', 'Ni-Cr-Mo', 'Artificial saliva', 'Corrosion', 'Dental materials', 'Titanium', 'Dental alloys', 'Metal-ceramic systems', 'Thermal diffusivity']"
55891369000,55603525200,2014,1,"['Ceramics', 'Coatings', 'Corrosion resistance', 'Scanning electron microscopy', 'Surgical instruments']"
13006090800,23135945600,2018,1,"['Bioactive', 'Coatings', 'Pulsed electrochemical deposition', 'Silver doped hydroxyapatite']"
26028516400,7004645273,2009,1,"['Plastically forming degree', 'Plasticity', 'Tool steel']"
55201640000,55201675500,2008,1,['']
16307862600,57163520100,2016,1,"['Biodegradable', 'Biomaterials', 'Hydrogen release', 'Implants', 'Magnesium alloys']"
16307862600,55062446700,2016,2,"['Biodegradable', 'Biomaterials', 'Hydrogen release', 'Implants', 'Magnesium alloys', 'Biodegradable polymer', 'SEM', 'Suture materials', 'Weight loss']"
16307862600,55062446700,2017,1,"['AFM', 'DLS', 'Lactose', 'Morphology', 'Selenium nanoparticles', 'TEM']"
16307862600,15924547200,2015,1,"['Bovine bone derived hydroxyapatite', 'FT-IR', 'SEM', 'XRD']"
16307862600,16240836300,2016,2,"['316L stainless steel', 'finite element analysis', 'medical implant', 'new design', 'ocular pathologies', 'risk of hip fractures', 'Ti', 'Ti6Al4V', 'computer aided design', 'contact lens', 'finite element analysis', 'PMMA', 'polycarbonate']"
16307862600,55227304700,2014,1,"['Corrosion', 'Hydrogen release', 'Magnesium alloys', 'Orthopedic', 'SEM']"
16307862600,24821593900,2014,1,"['Aluminum alloys', 'Filtration', 'Mathematical modeling', 'Optimization', 'Purification', 'Recycling']"
16307862600,24821593900,2016,2,"['', 'Collection', 'Recovery', 'Recycling', 'Waste']"
16307862600,36616787300,2015,1,"['Bovine bone derived hydroxyapatite', 'FT-IR', 'SEM', 'XRD']"
16307862600,23478449000,2016,1,"['Biodegradable polymer', 'SEM', 'Suture materials', 'Weight loss']"
16307862600,23135945600,2016,1,"['CAD/CAM', 'Cranioplasty', 'Surgical intervention']"
16307862600,23134396800,2016,1,"['Biomedical applications', 'Magnetron sputtering', 'Roughness', 'Silver']"
16307862600,7004645273,2009,1,"['Die cavity position', 'Extrusion process modelling', 'Finite element analysis', 'Nonuniformity behavior', 'Von Misses criterion']"
16307862600,7004645273,2010,1,"['Design', 'Die', 'ECAE', 'Processing techniques', 'SPD method']"
56667238500,55062446700,2016,1,"['Bond strength', 'Composites', 'Dental materials', 'Erosive', 'Microscopy', 'Wear']"
56667238500,23983578300,2014,1,"['Dental materials', 'EDX', 'Restorations', 'SEM', 'Wear']"
56667238500,23983578300,2016,2,"['Bioactivity', 'Biomaterials', 'Endodontic', 'Scanning electron microscopy', 'Bond strength', 'Composites', 'Dental materials', 'Erosive', 'Microscopy', 'Wear']"
56667238500,23983578300,2017,1,"['Acids', 'Calcium concentration', 'Dental erosion', 'Dissolution', 'Ion-selective electrode']"
56667238500,23983578300,2018,1,"['Dental affections', 'Dental emergency', 'Public dental care', 'Retrospective study']"
57163520100,55062446700,2016,3,"['Biodegradable', 'Biomaterials', 'Hydrogen release', 'Implants', 'Magnesium alloys', 'Antibiotics', 'Bone cement', 'Hip prosthesis', 'Mechanical properties', 'Biomedical', 'Corrosion rate', 'Degradation', 'Magnesium alloys', 'Surface']"
57163520100,23478449000,2016,1,"['Antibiotics', 'Bone cement', 'Hip prosthesis', 'Mechanical properties']"
23395097700,15924547200,2018,2,"['Analysis depth', 'Bovine bone', 'Contact angle', 'Hydroxyapatite', 'Induced wettability', 'Surface and bulk composition', 'Bioactive glass', 'Common European rabbit', 'Osteoplasty', 'S53P4']"
23395097700,7003985166,2011,1,"['Bone', 'Spectroscopy']"
23395097700,7003985166,2012,1,"['Bone particles', 'Trace elements', 'XRF analysis']"
23395097700,7003985166,2013,1,"['EDPXRF', 'Heavy metals', 'Human hard tissues', 'SEM/EDS']"
23395097700,7003985166,2018,1,"['Analysis depth', 'Bovine bone', 'Contact angle', 'Hydroxyapatite', 'Induced wettability', 'Surface and bulk composition']"
23395097700,36616787300,2009,1,"['Gas chromatography', 'Nanofiltration', 'Organic compounds', 'Treatment', 'Wastewater']"
23395097700,36616787300,2010,2,"['Biodegradable wastes', 'Biogas', 'Sludge', 'Soil', 'Biodegradable wastes', 'Biogas', 'Sludge', 'Soil']"
23395097700,36616787300,2011,1,"['Characterization', 'Leaching test', 'Microscopy', 'Nanomagnetite']"
23395097700,36616787300,2013,2,"['Fatigue fracture', 'Inclusions', 'MnS', 'Steel', '']"
23395097700,36616787300,2014,3,"['Co-precipitation method', 'Environmental applications', 'Material characterization', 'Nano-iron oxides', 'Forged steel', 'Scanning electron microscopy', 'Surface cracks', 'Blade', 'Hardness', 'Investigation', 'Life']"
23395097700,36616787300,2016,3,"['Corrosion resistance', 'EDS', 'Martensitic stainless steels', 'SEM', 'Turbines manufacturing', 'Basic medium', 'Corrosion cracking', 'Mechanical strain', 'Microscopy', 'X-ray diffraction', 'X-ray fluorescence', 'Characterization techniques', 'Environmental applications', 'Magnetic nanoparticles', 'Nanocomposite']"
23395097700,36616787300,2018,2,"['Characterization techniques', 'Environmental applications', 'Magnetic nanoparticles', 'Organic compounds', 'Biomaterial', 'Corrosion', 'Electron microscopy', 'X-ray diffraction']"
23395097700,23134396800,2014,1,"['Blade', 'Hardness', 'Investigation', 'Life']"
23395097700,23134396800,2016,1,"['Corrosion resistance', 'EDS', 'Martensitic stainless steels', 'SEM', 'Turbines manufacturing']"
23395097700,23134396800,2018,1,"['Biomaterial', 'Corrosion', 'Electron microscopy', 'X-ray diffraction']"
55062446700,55061447800,2011,1,"['betatricalcium phosphate', 'collagen', 'composites', 'hydroxyapatite']"
55062446700,55061447800,2013,1,"['Bone substitute', 'Composite materials', 'Magnesium', 'Porosity']"
55062446700,23983578300,2016,1,"['Bond strength', 'Composites', 'Dental materials', 'Erosive', 'Microscopy', 'Wear']"
55062446700,55227304700,2015,1,"['Bioceramics', 'Biocomposites', 'Hydroxyapatite', 'Marine', 'Snail shell']"
55062446700,23478449000,2016,2,"['Antibiotics', 'Bone cement', 'Hip prosthesis', 'Mechanical properties', 'Biodegradable polymer', 'SEM', 'Suture materials', 'Weight loss']"
55062446700,15064540600,2012,1,['']
55061447800,36616787300,2016,1,"['B: Porosity', 'C: Corrosion', 'D: Apatite', 'E: Biomedical applications']"
55061447800,6506105191,2016,1,"['B: Porosity', 'C: Corrosion', 'D: Apatite', 'E: Biomedical applications']"
55061447800,23135945600,2014,4,"['Co-Cr alloy', 'Dental bridges', 'Selective laser sintering', 'Bond strength', 'CoCr', 'Dental materials', 'TiSiN coatings', 'Brackets', 'Corrosion', 'Debonding test', 'Stainless steel', 'Dental scanner', 'FEA', 'Mechanical effect', 'Porcelain dental bridges', 'Simulation', 'STL', 'Thermal effect']"
55061447800,23134396800,2014,1,"['Co-Cr alloy', 'Dental bridges', 'Selective laser sintering']"
55061447800,7004645273,2012,3,"['Beta-tricalcium phosphate', 'Collagen', 'Lyophilisation', 'Magnesium', 'Beta-tricalcium phosphate', 'Bone substitute', 'Collagen type i', 'Composite materials', 'Hydroxyapatite', 'Porosity', 'Amorphous calcium phosphates', 'Collagen', 'Composite', 'Enzymatic stability']"
55061447800,54379688400,2014,1,"['Artificial saliva', 'Corrosion', 'Dental materials', 'Titanium']"
15924547200,16240836300,2013,1,"['Carbon nanotubes', 'Membrane reactor', 'Polysulfone symmetric membrane']"
15924547200,16240836300,2016,1,"['Bovine bone', 'Heat treatment', 'Hydroxyapatite', 'Naturally-derived ceramics']"
15924547200,16240836300,2017,1,"['Bi-phasic calcium phosphate', 'Ca/P molar ratio', 'Dolomitic marble and Mytilus galloprovincialis seashell', 'Hydroxyapatite chemical precipitation', 'Hydroxyapatite phase-proportion']"
15924547200,7003985166,2018,1,"['Analysis depth', 'Bovine bone', 'Contact angle', 'Hydroxyapatite', 'Induced wettability', 'Surface and bulk composition']"
15924547200,36616787300,2015,1,"['Bovine bone derived hydroxyapatite', 'FT-IR', 'SEM', 'XRD']"
15924547200,36616787300,2017,1,"['Bi-phasic calcium phosphate', 'Ca/P molar ratio', 'Dolomitic marble and Mytilus galloprovincialis seashell', 'Hydroxyapatite chemical precipitation', 'Hydroxyapatite phase-proportion']"
15924547200,6506105191,2015,1,"['Cooling conditions', 'FT-IR', 'Heat treated bovine bone', 'SEM']"
15924547200,23134396800,2015,1,"['Composition', 'Engineered atomic inter-diffusion', 'GMR effect', 'Structure', 'Sub-micrometric magnetic layers']"
15924547200,35722536900,2014,1,"['antimicrobial', 'membrane', 'multiwall carbon nanotubes', 'polymer colloids', 'silver nanoparticles']"
15924547200,6507933163,2014,1,"['antimicrobial', 'membrane', 'multiwall carbon nanotubes', 'polymer colloids', 'silver nanoparticles']"
23477877400,23135945600,2008,1,['']
24467892900,26434451200,2015,1,"['AFM', 'CAE-PVD', 'cutting tools', 'scratch test', 'titanium carbonitride', 'titanium nitride', 'XRD']"
