Country,Source,Target,Year,Weight,Keywords
Germany,26631163000,55581184800,2016,1,"['Association study', 'Common variants', 'Ductal carcinoma in situ', 'Genetic predisposition']"
Germany,26631163000,57191567664,2011,1,['']
Germany,26631163000,57191567664,2012,4,"['', '11q13', 'Breast cancer susceptibility', 'Genome-wide association', 'Hormone receptor status', 'Polymorphisms', 'Risk factors', '', '']"
Germany,26631163000,57191567664,2013,1,['']
Germany,26631163000,57191567664,2015,4,"['', '', '', '']"
Germany,26631163000,57191567664,2016,1,"['Association study', 'Common variants', 'Ductal carcinoma in situ', 'Genetic predisposition']"
Germany,26631163000,57191567664,2014,1,['']
Germany,26631163000,6701528883,2012,2,"['', '11q13', 'Breast cancer susceptibility', 'Genome-wide association', 'Hormone receptor status', 'Polymorphisms', 'Risk factors']"
Germany,26631163000,6701528883,2014,1,['']
Germany,26631163000,6701528883,2015,3,"['', '', '']"
Germany,26631163000,6603547962,2011,2,"['', 'Association study', 'Genetic susceptibility', 'Neoplasms']"
Germany,26631163000,6603547962,2012,4,"['', '11q13', 'Breast cancer susceptibility', 'Genome-wide association', 'Hormone receptor status', 'Polymorphisms', 'Risk factors', '', '']"
Germany,26631163000,6603547962,2013,1,['']
Germany,26631163000,6603547962,2015,1,['']
Germany,26631163000,6603547962,2014,1,['']
Germany,26631163000,6603547962,2016,1,"['Association study', 'Common variants', 'Ductal carcinoma in situ', 'Genetic predisposition']"
Germany,26631163000,6603547962,2018,1,['']
Germany,26631163000,7103336805,2011,1,"['Association study', 'Genetic susceptibility', 'Neoplasms']"
Germany,26631163000,7103336805,2012,4,"['', '11q13', 'Breast cancer susceptibility', 'Genome-wide association', 'Hormone receptor status', 'Polymorphisms', 'Risk factors', '', '']"
Germany,26631163000,7103336805,2013,1,['']
Germany,26631163000,7103336805,2015,2,"['', '']"
Germany,26631163000,7103336805,2016,1,"['Association study', 'Common variants', 'Ductal carcinoma in situ', 'Genetic predisposition']"
Germany,26631163000,7103336805,2014,1,['']
Germany,26631163000,7007100340,2011,2,"['', 'Association study', 'Genetic susceptibility', 'Neoplasms']"
Germany,26631163000,7007100340,2012,2,"['', '']"
Germany,26631163000,7007100340,2013,1,['']
Germany,26631163000,7007100340,2015,1,['']
Germany,26631163000,7007100340,2016,1,"['Association study', 'Common variants', 'Ductal carcinoma in situ', 'Genetic predisposition']"
Germany,26631163000,7007100340,2014,1,['']
Germany,26631163000,7006278602,2011,1,['']
Germany,26631163000,7006278602,2012,3,"['', '', '']"
Germany,26631163000,7006278602,2013,1,['']
Germany,26631163000,7006278602,2014,1,['']
Germany,26631163000,7006278602,2015,3,"['', '', '']"
Germany,26631163000,7006278602,2016,1,"['Association study', 'Common variants', 'Ductal carcinoma in situ', 'Genetic predisposition']"
Germany,26631163000,6603821550,2011,2,"['', 'Association study', 'Genetic susceptibility', 'Neoplasms']"
Germany,26631163000,6603821550,2012,4,"['', '11q13', 'Breast cancer susceptibility', 'Genome-wide association', 'Hormone receptor status', 'Polymorphisms', 'Risk factors', '', '']"
Germany,26631163000,6603821550,2013,1,['']
Germany,26631163000,6603821550,2014,1,['']
Germany,26631163000,6603821550,2015,3,"['', '', '']"
Germany,6701832218,6701433479,2011,1,['']
Germany,6701433479,35372254600,2011,1,['']
Germany,6701433479,7102763516,2011,1,['']
Germany,7004611367,7201506609,2001,1,['']
Germany,7201506609,55801391500,2013,1,"['BG-12', 'Dimethyl fumarate', 'Disease-modifying treatment', 'Multiple sclerosis', 'Oral agent', 'Randomized controlled trial']"
Germany,7201506609,55801391500,2014,1,"['Adverse events', 'Dimethyl fumarate', 'Flushing', 'Gastrointestinal adverse events', 'Multiple sclerosis', 'Tolerability']"
Germany,7201506609,55801391500,2015,1,['']
Germany,7201506609,55801391500,2017,1,"['DEFINE', 'delayed-release dimethyl fumarate (DMF)', 'ENDORSE', 'Expanded Disability Status Scale', 'Relapsing-remitting multiple sclerosis']"
Germany,24468849800,7003586241,2017,1,['']
Germany,7003586241,56259583800,2017,1,['']
Germany,54384980500,57201536108,2012,1,['']
Germany,54384980500,57201536108,2014,1,['']
Germany,54384980500,57201536108,2015,1,"['Educational attainment', 'General cognitive ability', 'Genetics', 'GWAS', 'Neurocognition', 'Proxy phenotype']"
Germany,54384980500,57201536108,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,54384980500,57201536108,2017,2,"['', 'calcium channel', 'cerebellum', 'gene expression', 'general cognitive ability', 'GWAS', 'neurodevelopment', 'nootropics', 'potassium channel', 'synapse']"
Germany,54384980500,57201536108,2018,1,"['Cognition', 'Genetics', 'MRI', 'Neuroimaging', 'Neuropsychology', 'Schizophrenia']"
Germany,54384980500,35355123900,2008,1,['']
Germany,54384980500,35355123900,2009,1,"['Bipolar', 'DISC1', 'Familial', 'Incongruent psychosis', 'Linkage']"
Germany,54384980500,35355123900,2011,1,['']
Germany,54384980500,35355123900,2012,2,"['', '']"
Germany,54384980500,35355123900,2013,1,"['DGCR2', 'exome-sequencing', 'intellectual disability', 'RB1-inducible coiled-coil 1', 'schizoaffective disorder']"
Germany,54384980500,35355123900,2014,1,"['association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,54384980500,57202896063,2008,1,['']
Germany,54384980500,57202896063,2009,1,['']
Germany,54384980500,57202896063,2010,1,['']
Germany,54384980500,57202896063,2011,1,['']
Germany,54384980500,57202896063,2012,1,['']
Germany,54384980500,57202896063,2013,1,"['Attention', 'CMSD1', 'Cognition', 'Gene', 'GWAS', 'IQ', 'Memory', 'Psychosis', 'Schizophrenia', 'Working memory']"
Germany,54384980500,57202896063,2015,1,"['genetic relationship', 'pleiotropy', 'rheumatoid arthritis', 'Schizophrenia']"
Germany,54384980500,57202896063,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,54384980500,57202896063,2018,1,"['Cognition', 'Genetics', 'MRI', 'Neuroimaging', 'Neuropsychology', 'Schizophrenia']"
Germany,54384980500,57202896063,2017,1,['']
Germany,54384980500,36046783700,2008,1,['']
Germany,54384980500,36046783700,2009,1,"['Bipolar', 'DISC1', 'Familial', 'Incongruent psychosis', 'Linkage']"
Germany,54384980500,36046783700,2012,2,"['', '']"
Germany,54384980500,36046783700,2013,1,"['DGCR2', 'exome-sequencing', 'intellectual disability', 'RB1-inducible coiled-coil 1', 'schizoaffective disorder']"
Germany,54384980500,36046783700,2015,1,"['genetic relationship', 'pleiotropy', 'rheumatoid arthritis', 'Schizophrenia']"
Germany,54384980500,16741658400,2008,1,['']
Germany,54384980500,16741658400,2009,1,"['Bipolar', 'DISC1', 'Familial', 'Incongruent psychosis', 'Linkage']"
Germany,54384980500,16741658400,2011,2,"['association study', 'cardiomyopathy', 'GWA data mining', 'meta-analysis', 'schizophrenia', '']"
Germany,54384980500,16741658400,2012,2,"['', '']"
Germany,54384980500,16741658400,2013,1,"['DGCR2', 'exome-sequencing', 'intellectual disability', 'RB1-inducible coiled-coil 1', 'schizoaffective disorder']"
Germany,54384980500,16741658400,2014,1,"['association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,54384980500,16741658400,2016,1,"['Family history', 'GWAS', 'Polygenic', 'Schizophrenia']"
Germany,54384980500,23398729000,2012,3,"['', '', 'CACNA1I', 'genetics', 'genome-wide association study', 'HLAC', 'major histocompatibility complex', 'polygene score', 'schizophrenia']"
Germany,54384980500,23398729000,2014,1,"['Association', 'Gender', 'GWAS', 'Psychosis']"
Germany,54384980500,23398729000,2015,1,"['genetic relationship', 'pleiotropy', 'rheumatoid arthritis', 'Schizophrenia']"
Germany,54384980500,23398729000,2016,1,"['Family history', 'GWAS', 'Polygenic', 'Schizophrenia']"
Germany,54384980500,57202558782,2008,1,['']
Germany,54384980500,57202558782,2009,1,['']
Germany,54384980500,57202558782,2010,2,"['', 'association', 'bipolar disorder', 'gene', 'PRKCA', 'schizoaffective disorder', 'schizophrenia']"
Germany,54384980500,57202558782,2011,3,"['', 'association', 'bipolar disorder', 'meta-analysis', 'schizophrenia', 'ZNF804A', 'association study', 'cardiomyopathy', 'GWA data mining', 'meta-analysis', 'schizophrenia']"
Germany,54384980500,57202558782,2013,1,"['DGCR2', 'exome-sequencing', 'intellectual disability', 'RB1-inducible coiled-coil 1', 'schizoaffective disorder']"
Germany,54384980500,57202558782,2014,2,"['', 'association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,54384980500,57202558782,2015,1,"['Educational attainment', 'General cognitive ability', 'Genetics', 'GWAS', 'Neurocognition', 'Proxy phenotype']"
Germany,54384980500,57202558782,2016,2,"['Family history', 'GWAS', 'Polygenic', 'Schizophrenia', 'cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,54384980500,57202558782,2017,3,"['', '', 'calcium channel', 'cerebellum', 'gene expression', 'general cognitive ability', 'GWAS', 'neurodevelopment', 'nootropics', 'potassium channel', 'synapse']"
Germany,54384980500,6602186623,2008,1,['']
Germany,54384980500,6602186623,2009,1,['']
Germany,54384980500,6602186623,2010,1,['']
Germany,54384980500,6602186623,2011,3,"['', 'association', 'bipolar disorder', 'meta-analysis', 'schizophrenia', 'ZNF804A', 'association study', 'cardiomyopathy', 'GWA data mining', 'meta-analysis', 'schizophrenia']"
Germany,54384980500,6602186623,2012,1,['']
Germany,54384980500,6602186623,2013,1,"['DGCR2', 'exome-sequencing', 'intellectual disability', 'RB1-inducible coiled-coil 1', 'schizoaffective disorder']"
Germany,54384980500,6602186623,2014,1,['']
Germany,54384980500,6602186623,2015,1,"['Educational attainment', 'General cognitive ability', 'Genetics', 'GWAS', 'Neurocognition', 'Proxy phenotype']"
Germany,54384980500,6602186623,2017,3,"['', '', 'calcium channel', 'cerebellum', 'gene expression', 'general cognitive ability', 'GWAS', 'neurodevelopment', 'nootropics', 'potassium channel', 'synapse']"
Germany,7403952214,57201536108,2012,1,['']
Germany,7403952214,57201536108,2014,1,['']
Germany,7403952214,57201536108,2015,1,"['Educational attainment', 'General cognitive ability', 'Genetics', 'GWAS', 'Neurocognition', 'Proxy phenotype']"
Germany,7403952214,57201536108,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,7403952214,57201536108,2017,1,['']
Germany,7403952214,35355123900,2008,1,['']
Germany,7403952214,35355123900,2012,2,"['', '']"
Germany,7403952214,35355123900,2013,1,['']
Germany,7403952214,35355123900,2014,1,"['association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,7403952214,57202896063,2008,1,['']
Germany,7403952214,57202896063,2009,1,['']
Germany,7403952214,57202896063,2010,1,['']
Germany,7403952214,57202896063,2011,1,['']
Germany,7403952214,57202896063,2012,1,['']
Germany,7403952214,57202896063,2013,1,"['Attention', 'CMSD1', 'Cognition', 'Gene', 'GWAS', 'IQ', 'Memory', 'Psychosis', 'Schizophrenia', 'Working memory']"
Germany,7403952214,57202896063,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,7403952214,36046783700,2008,1,['']
Germany,7403952214,36046783700,2012,2,"['', '']"
Germany,7403952214,16741658400,2008,1,['']
Germany,7403952214,16741658400,2012,2,"['', '']"
Germany,7403952214,16741658400,2013,1,['']
Germany,7403952214,16741658400,2014,1,"['association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,7403952214,23398729000,2012,3,"['', '', 'CACNA1I', 'genetics', 'genome-wide association study', 'HLAC', 'major histocompatibility complex', 'polygene score', 'schizophrenia']"
Germany,7403952214,57202558782,2008,1,['']
Germany,7403952214,57202558782,2009,1,['']
Germany,7403952214,57202558782,2010,2,"['', 'association', 'bipolar disorder', 'gene', 'PRKCA', 'schizoaffective disorder', 'schizophrenia']"
Germany,7403952214,57202558782,2011,2,"['', 'association', 'bipolar disorder', 'meta-analysis', 'schizophrenia', 'ZNF804A']"
Germany,7403952214,57202558782,2013,1,"['Attention', 'CMSD1', 'Cognition', 'Gene', 'GWAS', 'IQ', 'Memory', 'Psychosis', 'Schizophrenia', 'Working memory']"
Germany,7403952214,57202558782,2014,2,"['', 'association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,7403952214,57202558782,2015,1,"['Educational attainment', 'General cognitive ability', 'Genetics', 'GWAS', 'Neurocognition', 'Proxy phenotype']"
Germany,7403952214,57202558782,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,7403952214,57202558782,2017,1,['']
Germany,7403952214,6602186623,2008,1,['']
Germany,7403952214,6602186623,2009,1,['']
Germany,7403952214,6602186623,2010,1,['']
Germany,7403952214,6602186623,2011,2,"['', 'association', 'bipolar disorder', 'meta-analysis', 'schizophrenia', 'ZNF804A']"
Germany,7403952214,6602186623,2012,1,['']
Germany,7403952214,6602186623,2013,1,"['Attention', 'CMSD1', 'Cognition', 'Gene', 'GWAS', 'IQ', 'Memory', 'Psychosis', 'Schizophrenia', 'Working memory']"
Germany,7403952214,6602186623,2014,1,['']
Germany,7403952214,6602186623,2015,1,"['Educational attainment', 'General cognitive ability', 'Genetics', 'GWAS', 'Neurocognition', 'Proxy phenotype']"
Germany,7403952214,6602186623,2017,1,['']
Germany,57201536108,35228962600,2012,1,['']
Germany,57201536108,35228962600,2014,1,['']
Germany,57201536108,35228962600,2015,1,"['Educational attainment', 'General cognitive ability', 'Genetics', 'GWAS', 'Neurocognition', 'Proxy phenotype']"
Germany,57201536108,35228962600,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,57201536108,35228962600,2018,1,"['Cognition', 'Genetics', 'MRI', 'Neuroimaging', 'Neuropsychology', 'Schizophrenia']"
Germany,57201536108,35228962600,2017,2,"['', 'calcium channel', 'cerebellum', 'gene expression', 'general cognitive ability', 'GWAS', 'neurodevelopment', 'nootropics', 'potassium channel', 'synapse']"
Germany,57201536108,6701858763,2014,1,['']
Germany,57201536108,6701858763,2015,1,"['Educational attainment', 'General cognitive ability', 'Genetics', 'GWAS', 'Neurocognition', 'Proxy phenotype']"
Germany,57201536108,6701858763,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,57201536108,6701858763,2017,3,"['', '', 'calcium channel', 'cerebellum', 'gene expression', 'general cognitive ability', 'GWAS', 'neurodevelopment', 'nootropics', 'potassium channel', 'synapse']"
Germany,57201536108,6701858763,2018,1,"['calcium channel', 'cerebellum', 'gene expression', 'general cognitive ability', 'GWAS', 'neurodevelopment', 'nootropics', 'potassium channel', 'synapse']"
Germany,23982240400,35355123900,2013,1,['']
Germany,23982240400,57202896063,2014,1,['']
Germany,23982240400,16741658400,2013,1,['']
Germany,23982240400,23398729000,2012,1,"['CACNA1I', 'genetics', 'genome-wide association study', 'HLAC', 'major histocompatibility complex', 'polygene score', 'schizophrenia']"
Germany,23982240400,6602186623,2014,1,['']
Germany,35355123900,35228962600,2003,1,['']
Germany,35355123900,35228962600,2008,1,['']
Germany,35355123900,35228962600,2009,1,"['Bipolar', 'DISC1', 'Familial', 'Incongruent psychosis', 'Linkage']"
Germany,35355123900,35228962600,2011,1,['']
Germany,35355123900,35228962600,2012,2,"['', '']"
Germany,35355123900,35228962600,2013,1,['']
Germany,35355123900,35228962600,2014,1,"['association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,35355123900,35228962600,2017,2,"['antidepressant', 'genetics-epigenetics', 'Major depression', 'transcriptomics-proteomics', 'genetic', 'Genetics', 'genome', 'polygenic', 'psychiatry', 'psychosis', 'schizophrenia', 'sequencing']"
Germany,35355123900,6701858763,2014,1,"['association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,57202896063,35228962600,2008,1,['']
Germany,57202896063,35228962600,2009,1,['']
Germany,57202896063,35228962600,2010,1,['']
Germany,57202896063,35228962600,2011,1,['']
Germany,57202896063,35228962600,2012,1,['']
Germany,57202896063,35228962600,2013,1,"['Attention', 'CMSD1', 'Cognition', 'Gene', 'GWAS', 'IQ', 'Memory', 'Psychosis', 'Schizophrenia', 'Working memory']"
Germany,57202896063,35228962600,2015,1,"['genetic relationship', 'pleiotropy', 'rheumatoid arthritis', 'Schizophrenia']"
Germany,57202896063,35228962600,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,57202896063,35228962600,2018,1,"['Cognition', 'Genetics', 'MRI', 'Neuroimaging', 'Neuropsychology', 'Schizophrenia']"
Germany,57202896063,35228962600,2017,1,['']
Germany,57202896063,6701858763,2009,1,['']
Germany,57202896063,6701858763,2010,1,['']
Germany,57202896063,6701858763,2011,1,['']
Germany,57202896063,6701858763,2013,1,"['Attention', 'CMSD1', 'Cognition', 'Gene', 'GWAS', 'IQ', 'Memory', 'Psychosis', 'Schizophrenia', 'Working memory']"
Germany,57202896063,6701858763,2015,1,"['genetic relationship', 'pleiotropy', 'rheumatoid arthritis', 'Schizophrenia']"
Germany,57202896063,6701858763,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,57202896063,6701858763,2017,1,['']
Germany,36046783700,35228962600,2003,1,['']
Germany,36046783700,35228962600,2008,2,"['Depressive symptoms', 'Sex differences', 'Sib pairs', '']"
Germany,36046783700,35228962600,2009,2,"['Comorbidity', 'Depression', 'Genetics', 'Migraine disorders', 'Bipolar', 'DISC1', 'Familial', 'Incongruent psychosis', 'Linkage']"
Germany,36046783700,35228962600,2010,1,"['Chromosome 2p12', 'Genetics', 'Genomewide linkage analysis', 'Suicide', 'Unipolar depression']"
Germany,36046783700,35228962600,2012,3,"['', '', 'Age at onset', 'Depression', 'Heterogeneity']"
Germany,36046783700,35228962600,2013,2,"['GCTA', 'heritability of environment', 'personality', 'stressful life events', 'Depression', 'Gene-environment interactions', 'Genome-wide association studies', 'Propensity score matching', 'Stressful life events']"
Germany,36046783700,35228962600,2014,2,"['Bipolar spectrum', 'Episode count', 'Family history', 'Genome-wide association study', 'Major depression', 'Polygenic', '']"
Germany,36046783700,35228962600,2015,4,"['Body mass index', 'Genetic risk score', 'Major depressive disorder', 'Obesity', 'Age at onset', 'episodicity', 'familiality', 'GCTA', 'heritability', 'major depression', ""Alzheimer's disease"", 'polygenic score', 'predictive model', 'genetic relationship', 'pleiotropy', 'rheumatoid arthritis', 'Schizophrenia']"
Germany,36046783700,35228962600,2017,3,"['antidepressant', 'genetics-epigenetics', 'Major depression', 'transcriptomics-proteomics', 'genetic', 'Genetics', 'genome', 'polygenic', 'psychiatry', 'psychosis', 'schizophrenia', 'sequencing', '']"
Germany,36046783700,35228962600,2019,1,"['Biological pathway', 'Major depressive disorder', 'NETRIN1', 'Polygenic risk score', 'Thalamic radiations', 'White matter']"
Germany,36046783700,6701858763,2015,1,"['genetic relationship', 'pleiotropy', 'rheumatoid arthritis', 'Schizophrenia']"
Germany,16741658400,35228962600,2003,1,['']
Germany,16741658400,35228962600,2008,2,"['Depressive symptoms', 'Sex differences', 'Sib pairs', '']"
Germany,16741658400,35228962600,2009,1,"['Bipolar', 'DISC1', 'Familial', 'Incongruent psychosis', 'Linkage']"
Germany,16741658400,35228962600,2010,1,"['Chromosome 2p12', 'Genetics', 'Genomewide linkage analysis', 'Suicide', 'Unipolar depression']"
Germany,16741658400,35228962600,2011,1,['']
Germany,16741658400,35228962600,2012,3,"['', '', 'Age at onset', 'Depression', 'Heterogeneity']"
Germany,16741658400,35228962600,2013,3,"['', 'GCTA', 'heritability of environment', 'personality', 'stressful life events', 'Depression', 'Gene-environment interactions', 'Genome-wide association studies', 'Propensity score matching', 'Stressful life events']"
Germany,16741658400,35228962600,2014,3,"['Bipolar spectrum', 'Episode count', 'Family history', 'Genome-wide association study', 'Major depression', 'Polygenic', '', 'association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,16741658400,35228962600,2015,2,"['Body mass index', 'Genetic risk score', 'Major depressive disorder', 'Obesity', 'Age at onset', 'episodicity', 'familiality', 'GCTA', 'heritability', 'major depression']"
Germany,16741658400,35228962600,2017,1,['']
Germany,16741658400,6701858763,2014,1,"['association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,35228962600,23398729000,2010,1,"['ADHD', 'genetics', 'genome-wide association', 'imputation']"
Germany,35228962600,23398729000,2012,3,"['', '', 'CACNA1I', 'genetics', 'genome-wide association study', 'HLAC', 'major histocompatibility complex', 'polygene score', 'schizophrenia']"
Germany,35228962600,23398729000,2015,1,"['genetic relationship', 'pleiotropy', 'rheumatoid arthritis', 'Schizophrenia']"
Germany,35228962600,23398729000,2019,1,"['Biological pathway', 'Major depressive disorder', 'NETRIN1', 'Polygenic risk score', 'Thalamic radiations', 'White matter']"
Germany,35228962600,57202558782,2008,1,['']
Germany,35228962600,57202558782,2009,1,['']
Germany,35228962600,57202558782,2010,2,"['', 'association', 'bipolar disorder', 'gene', 'PRKCA', 'schizoaffective disorder', 'schizophrenia']"
Germany,35228962600,57202558782,2011,2,"['', 'association', 'bipolar disorder', 'meta-analysis', 'schizophrenia', 'ZNF804A']"
Germany,35228962600,57202558782,2013,1,"['Attention', 'CMSD1', 'Cognition', 'Gene', 'GWAS', 'IQ', 'Memory', 'Psychosis', 'Schizophrenia', 'Working memory']"
Germany,35228962600,57202558782,2014,2,"['', 'association', 'CAMKK2', 'eQTL', 'expression', 'protein-protein interaction', 'schizophrenia']"
Germany,35228962600,57202558782,2015,1,"['Educational attainment', 'General cognitive ability', 'Genetics', 'GWAS', 'Neurocognition', 'Proxy phenotype']"
Germany,35228962600,57202558782,2017,3,"['genetic', 'Genetics', 'genome', 'polygenic', 'psychiatry', 'psychosis', 'schizophrenia', 'sequencing', '', 'calcium channel', 'cerebellum', 'gene expression', 'general cognitive ability', 'GWAS', 'neurodevelopment', 'nootropics', 'potassium channel', 'synapse']"
Germany,35228962600,57202558782,2016,1,"['cognition', 'epigenetics', 'gene', 'GWAS', 'schizophrenia']"
Germany,35228962600,6602186623,2008,1,['']
Germany,35228962600,6602186623,2009,1,['']
Germany,35228962600,6602186623,2010,1,['']
