Country,Source,Target,Year,Weight,Keywords
Australia,55881690200,16177262500,2012,1,"['Geochemistry', 'Major elements', 'Quality control', 'Regolith', 'Topsoil', 'Trace elements']"
Australia,55881690200,6603602862,2012,1,"['Aqua Regia', 'Extractability', 'GEMAS', 'Geochemical Mapping', 'XRF']"
Australia,55881690200,6603602862,2013,2,"['', '']"
Australia,55881690200,6603602862,2014,2,"['', '']"
Australia,55881690200,6603602862,2015,4,"['European soil', 'Geochemical mapping', 'Mafic-ultramafic rocks', 'Metals', 'Soil guidelines', 'Agricultural soil', 'Continental-scale', 'Europe', 'Geochemistry', 'Grazing land soil', 'Indium', 'Anthropogenic anomalies', 'Bioavailability', 'GEMAS', 'Geochemical mapping', 'Geogenic patterns', 'ICP-MS', 'MMI® extraction', 'Agricultural soil', 'Geochemistry', 'Parent material', 'Upper continental crust UCC', 'Weathering']"
Australia,55881690200,6603602862,2018,3,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Agricultural soil', 'Geochemistry', 'Thorium', 'Uranium', 'Weathering', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Australia,55881690200,16052073400,2012,1,"['Aqua Regia', 'Extractability', 'GEMAS', 'Geochemical Mapping', 'XRF']"
Australia,55881690200,16052073400,2013,2,"['', '']"
Australia,55881690200,16052073400,2014,2,"['', '']"
Australia,55881690200,16052073400,2015,4,"['European soil', 'Geochemical mapping', 'Mafic-ultramafic rocks', 'Metals', 'Soil guidelines', 'Agricultural soil', 'Continental-scale', 'Europe', 'Geochemistry', 'Grazing land soil', 'Indium', 'Anthropogenic anomalies', 'Bioavailability', 'GEMAS', 'Geochemical mapping', 'Geogenic patterns', 'ICP-MS', 'MMI® extraction', 'Agricultural soil', 'Geochemistry', 'Parent material', 'Upper continental crust UCC', 'Weathering']"
Australia,55881690200,16052073400,2018,3,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Agricultural soil', 'Geochemistry', 'Thorium', 'Uranium', 'Weathering', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Australia,55881690200,47361431500,2014,2,"['', '']"
Australia,55881690200,47361431500,2015,3,"['European soil', 'Geochemical mapping', 'Mafic-ultramafic rocks', 'Metals', 'Soil guidelines', 'Agricultural soil', 'Continental-scale', 'Europe', 'Geochemistry', 'Grazing land soil', 'Indium', 'Agricultural soil', 'Geochemistry', 'Parent material', 'Upper continental crust UCC', 'Weathering']"
Australia,55881690200,47361431500,2018,3,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Agricultural soil', 'Geochemistry', 'Thorium', 'Uranium', 'Weathering', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Australia,35112452700,54921741800,2012,1,"['Aqua Regia', 'Extractability', 'GEMAS', 'Geochemical Mapping', 'XRF']"
Australia,35112452700,54921741800,2013,2,"['', '']"
Australia,35112452700,54921741800,2014,1,['']
Australia,35112452700,54921741800,2015,2,"['Anthropogenic anomalies', 'Bioavailability', 'GEMAS', 'Geochemical mapping', 'Geogenic patterns', 'ICP-MS', 'MMI® extraction', 'Agricultural soil', 'Geochemistry', 'Parent material', 'Upper continental crust UCC', 'Weathering']"
Australia,35112452700,54921741800,2018,2,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Australia,7202384127,54921741800,2012,1,"['Aqua Regia', 'Extractability', 'GEMAS', 'Geochemical Mapping', 'XRF']"
Australia,7202384127,54921741800,2013,2,"['', '']"
Australia,7202384127,54921741800,2014,1,['']
Australia,7202384127,54921741800,2015,2,"['Anthropogenic anomalies', 'Bioavailability', 'GEMAS', 'Geochemical mapping', 'Geogenic patterns', 'ICP-MS', 'MMI® extraction', 'Agricultural soil', 'Geochemistry', 'Parent material', 'Upper continental crust UCC', 'Weathering']"
Australia,7202384127,54921741800,2018,2,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Australia,6603651344,54921741800,2012,1,"['Aqua Regia', 'Extractability', 'GEMAS', 'Geochemical Mapping', 'XRF']"
Australia,6603651344,54921741800,2013,2,"['', '']"
Australia,6603651344,54921741800,2014,1,['']
Australia,6603651344,54921741800,2015,2,"['Anthropogenic anomalies', 'Bioavailability', 'GEMAS', 'Geochemical mapping', 'Geogenic patterns', 'ICP-MS', 'MMI® extraction', 'Agricultural soil', 'Geochemistry', 'Parent material', 'Upper continental crust UCC', 'Weathering']"
Australia,6603651344,54921741800,2018,2,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Australia,35247459100,54921741800,2012,1,"['Geochemistry', 'Major elements', 'Quality control', 'Regolith', 'Topsoil', 'Trace elements']"
Australia,57203104088,54921741800,2018,2,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Australia,16177262500,54921741800,2012,1,"['Geochemistry', 'Major elements', 'Quality control', 'Regolith', 'Topsoil', 'Trace elements']"
Australia,6603602862,54921741800,2012,1,"['Aqua Regia', 'Extractability', 'GEMAS', 'Geochemical Mapping', 'XRF']"
Australia,6603602862,54921741800,2013,2,"['', '']"
Australia,6603602862,54921741800,2014,1,['']
Australia,6603602862,54921741800,2015,2,"['Anthropogenic anomalies', 'Bioavailability', 'GEMAS', 'Geochemical mapping', 'Geogenic patterns', 'ICP-MS', 'MMI® extraction', 'Agricultural soil', 'Geochemistry', 'Parent material', 'Upper continental crust UCC', 'Weathering']"
Australia,6603602862,54921741800,2018,2,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Australia,16052073400,54921741800,2012,1,"['Aqua Regia', 'Extractability', 'GEMAS', 'Geochemical Mapping', 'XRF']"
Australia,16052073400,54921741800,2013,2,"['', '']"
Australia,16052073400,54921741800,2014,1,['']
Australia,16052073400,54921741800,2015,2,"['Anthropogenic anomalies', 'Bioavailability', 'GEMAS', 'Geochemical mapping', 'Geogenic patterns', 'ICP-MS', 'MMI® extraction', 'Agricultural soil', 'Geochemistry', 'Parent material', 'Upper continental crust UCC', 'Weathering']"
Australia,16052073400,54921741800,2018,2,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Australia,47361431500,54921741800,2014,1,['']
Australia,47361431500,54921741800,2015,1,"['Agricultural soil', 'Geochemistry', 'Parent material', 'Upper continental crust UCC', 'Weathering']"
Australia,47361431500,54921741800,2018,2,"['Agricultural soil', 'Background variation', 'Continental scale', 'Europe', 'Geochemical threshold', 'Arable soil', 'Carbon', 'GEMAS project', 'Nitrogen', 'Spatial distribution', 'Sulphur', 'Total organic carbon (TOC)']"
Canada,57202215425,57194780971,2016,4,"['Breast cancer', 'Epidemiology', 'Genetic susceptibility', 'GWAS', 'Type 2 diabetes', 'BRAC1 mutation carriers', 'Breast cancer', 'CCDC91', 'Fine-scale mapping', 'Genetic risk factor', 'PTHLH', '', '']"
Canada,57202215425,57194780971,2014,1,['']
Canada,57202215425,57194780971,2015,1,['']
Canada,7401751743,57194780971,2014,1,['']
Canada,7401751743,57194780971,2015,1,['']
Canada,7401751743,57194780971,2016,1,['']
Canada,55509648100,57194780971,2016,5,"['', '', '', '', 'Association studies', 'Breast cancer', 'Cis-regulatory variants', 'Differential allelic expression', 'Genetic susceptibility']"
Canada,55509648100,57194780971,2017,1,"['breast cancer', 'Breast Cancer Association Consortium', 'gene–environment', 'interaction', 'single nucleotide polymorphism']"
Canada,57194780971,7101978062,2015,2,"['', 'Breast cancer', 'NF-κB pathway', 'SNP-SNP interaction', 'Survival analysis']"
Canada,57194780971,7101978062,2016,2,"['Association study', 'Common variants', 'Ductal carcinoma in situ', 'Genetic predisposition', 'Breast cancer risk', 'Methodology for SNP data analysis', 'Prediction model', 'Statistical methods in genetics']"
Canada,57194780971,7101978062,2017,2,"['BRD4', 'Breast cancer risk', 'Chromatin', 'Functional annotation', 'Genome-wide association studies', 'Prostate cancer risk', 'Risk loci', 'Schizophrenia', 'SNPs', 'Super-enhancer', 'breast cancer', 'Breast Cancer Association Consortium', 'gene–environment', 'interaction', 'single nucleotide polymorphism']"
Canada,57202215425,57194780971,2016,4,"['Breast cancer', 'Epidemiology', 'Genetic susceptibility', 'GWAS', 'Type 2 diabetes', 'BRAC1 mutation carriers', 'Breast cancer', 'CCDC91', 'Fine-scale mapping', 'Genetic risk factor', 'PTHLH', '', '']"
Canada,57202215425,57194780971,2014,1,['']
Canada,57202215425,57194780971,2015,1,['']
Canada,7401751743,57194780971,2014,1,['']
Canada,7401751743,57194780971,2015,1,['']
Canada,7401751743,57194780971,2016,1,['']
Canada,57194780971,7101978062,2015,2,"['', 'Breast cancer', 'NF-κB pathway', 'SNP-SNP interaction', 'Survival analysis']"
Canada,57194780971,7101978062,2016,2,"['Association study', 'Common variants', 'Ductal carcinoma in situ', 'Genetic predisposition', 'Breast cancer risk', 'Methodology for SNP data analysis', 'Prediction model', 'Statistical methods in genetics']"
Canada,57194780971,7101978062,2017,2,"['BRD4', 'Breast cancer risk', 'Chromatin', 'Functional annotation', 'Genome-wide association studies', 'Prostate cancer risk', 'Risk loci', 'Schizophrenia', 'SNPs', 'Super-enhancer', 'breast cancer', 'Breast Cancer Association Consortium', 'gene–environment', 'interaction', 'single nucleotide polymorphism']"
Canada,35419962500,7103012300,1995,2,"['carotid endarterectomy', 'clinical trials', 'consensus statement', 'stroke', 'surgery', '']"
Sweden,57197803021,57194780971,2014,1,['']
Sweden,57197803021,57194780971,2015,1,['']
Sweden,57197803021,57194780971,2016,5,"['', '', '1100delC', 'Breast cancer', 'CHEK2', 'CHK2', 'Gene expression', 'I157T', 'Pathology', 'Survival', '', 'Association studies', 'Breast cancer', 'Cis-regulatory variants', 'Differential allelic expression', 'Genetic susceptibility']"
Sweden,34975062600,57194780971,2017,1,"['BRD4', 'Breast cancer risk', 'Chromatin', 'Functional annotation', 'Genome-wide association studies', 'Prostate cancer risk', 'Risk loci', 'Schizophrenia', 'SNPs', 'Super-enhancer']"
Sweden,7403694791,57194780971,2011,1,['']
Sweden,7403694791,57194780971,2012,1,['']
Sweden,7403694791,57194780971,2013,2,"['', '']"
Sweden,7403694791,57194780971,2014,2,"['', '']"
Sweden,7403694791,57194780971,2015,1,"['Anthracyclines', 'Chemotherapy', 'Genetic variation', 'Radiotherapy', 'Survival']"
Sweden,7403694791,57194780971,2016,6,"['', '', '1100delC', 'Breast cancer', 'CHEK2', 'CHK2', 'Gene expression', 'I157T', 'Pathology', 'Survival', '', '', 'Breast cancer risk', 'Methodology for SNP data analysis', 'Prediction model', 'Statistical methods in genetics']"
Sweden,7403694791,57194780971,2017,1,"['breast cancer', 'Breast Cancer Association Consortium', 'gene–environment', 'interaction', 'single nucleotide polymorphism']"
Sweden,57194780971,6602199867,2011,1,['']
Sweden,57194780971,6602199867,2012,1,['']
Sweden,57194780971,6602199867,2013,1,['']
Sweden,57194780971,6602199867,2014,1,['']
Sweden,57194780971,6602199867,2015,1,['']
Sweden,57194780971,6602199867,2016,8,"['', '', '', '1100delC', 'Breast cancer', 'CHEK2', 'CHK2', 'Gene expression', 'I157T', 'Pathology', 'Survival', '', '', '', 'Association studies', 'Breast cancer', 'Cis-regulatory variants', 'Differential allelic expression', 'Genetic susceptibility']"
Sweden,57194780971,6602199867,2017,2,"['Anthracycline', 'Breast cancer', 'SNP', 'Survival', 'TP53', 'breast cancer', 'Breast Cancer Association Consortium', 'gene–environment', 'interaction', 'single nucleotide polymorphism']"
Sweden,57194780971,6602199867,2019,1,"['breast', 'cancer', 'epidemiology', 'genetic', 'polygenic', 'prediction', 'risk', 'score', 'screening', 'stratification']"
Sweden,57194780971,7005502801,2013,2,"['', '']"
Sweden,57194780971,7005502801,2014,1,['']
Sweden,57194780971,7005502801,2015,1,['']
Sweden,57194780971,7005502801,2016,1,['']
Sweden,57194780971,7005502801,2017,1,"['Anthracycline', 'Breast cancer', 'SNP', 'Survival', 'TP53']"
Sweden,57194780971,36477499900,2011,1,['']
Sweden,57194780971,36477499900,2012,1,['']
Sweden,57194780971,36477499900,2013,1,['']
Sweden,57194780971,36477499900,2014,1,['']
Sweden,57194780971,36477499900,2015,1,['']
Sweden,57194780971,36477499900,2016,4,"['', '1100delC', 'Breast cancer', 'CHEK2', 'CHK2', 'Gene expression', 'I157T', 'Pathology', 'Survival', '', '']"
Sweden,57197803021,57194780971,2014,1,['']
Sweden,57197803021,57194780971,2015,1,['']
Sweden,57197803021,57194780971,2016,5,"['', '', '1100delC', 'Breast cancer', 'CHEK2', 'CHK2', 'Gene expression', 'I157T', 'Pathology', 'Survival', '', 'Association studies', 'Breast cancer', 'Cis-regulatory variants', 'Differential allelic expression', 'Genetic susceptibility']"
Sweden,34975062600,57194780971,2017,1,"['BRD4', 'Breast cancer risk', 'Chromatin', 'Functional annotation', 'Genome-wide association studies', 'Prostate cancer risk', 'Risk loci', 'Schizophrenia', 'SNPs', 'Super-enhancer']"
Sweden,6603952223,57194780971,2016,1,['']
Sweden,6603952223,57194780971,2017,1,"['BRD4', 'Breast cancer risk', 'Chromatin', 'Functional annotation', 'Genome-wide association studies', 'Prostate cancer risk', 'Risk loci', 'Schizophrenia', 'SNPs', 'Super-enhancer']"
Sweden,7403694791,57194780971,2011,1,['']
Sweden,7403694791,57194780971,2012,1,['']
Sweden,7403694791,57194780971,2013,2,"['', '']"
Sweden,7403694791,57194780971,2014,2,"['', '']"
Sweden,7403694791,57194780971,2015,1,"['Anthracyclines', 'Chemotherapy', 'Genetic variation', 'Radiotherapy', 'Survival']"
