Source,Target,Year,Weight,Keywords
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
8421508800,8232027400,2007,5,"['Croatia', 'Depression', 'EPQ', 'Extraversion', 'Genetics', 'GHQ', 'Heritability', 'Neuroticism', 'Personality', '', 'Croatia', 'Education, medical, undergraduate', 'Specialties, medical - trends', 'Students, medical - psychology', '', '']"
8421508800,8232027400,2008,1,"['C-Reactive Protein (CRP)', 'Cardiovascular risk', 'Croatia', 'D-Dimer (DD)', 'Fibrinogen', 'Hemostasis', 'Heterosis', 'Inbreeding', 'Individual genome-wide heterozygosity', 'Inflammation', 'Isolation', 'Multilocus heterozygosity', 'Tissue Plasminogen Activator (TPA)', 'Von Willebrand Factor (VWF)']"
8421508800,8232027400,2009,6,"['', '', 'Croatia', 'Employment', 'Health', 'Hypertension', 'Migration', 'Obesity', 'Overweight', 'Waist circumference', '', 'Ageing', 'Centenarian', 'Croatia', 'Demography', 'Longevity', 'Nonagenarian', 'Prevalence', '']"
8421508800,8232027400,2010,6,"['', '', '', '', '', '']"
8421508800,8232027400,2011,1,['']
8421508800,8232027400,2012,4,"['', 'arterial stiffness', 'Arteriograph', 'augmentation index', 'central SBP', 'general population', 'SphygmoCor', '', '']"
8421508800,8232027400,2013,1,['']
8421508800,8232027400,2014,1,['']
8421508800,8232027400,2015,2,"['Croatia', 'Health', 'Risk factor', 'Socioeconomic factors', '']"
8421508800,8232027400,2016,3,"['', '', '']"
8421508800,8232027400,2017,1,"['Case–control association analysis', 'free thyroxine', 'genetic variants', ""Hashimoto's thyroiditis"", 'MBIP', 'NR3C2', 'thyroid-stimulating hormone']"
8421508800,8232027400,2018,2,"['', 'Autoimmune thyroid disease', 'Autoimmunity', 'Genetics', 'GWAS', 'Hashimoto’s thyroiditis', 'Hypothyroidism']"
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
8421508800,8232027400,2007,5,"['Croatia', 'Depression', 'EPQ', 'Extraversion', 'Genetics', 'GHQ', 'Heritability', 'Neuroticism', 'Personality', '', 'Croatia', 'Education, medical, undergraduate', 'Specialties, medical - trends', 'Students, medical - psychology', '', '']"
8421508800,8232027400,2008,1,"['C-Reactive Protein (CRP)', 'Cardiovascular risk', 'Croatia', 'D-Dimer (DD)', 'Fibrinogen', 'Hemostasis', 'Heterosis', 'Inbreeding', 'Individual genome-wide heterozygosity', 'Inflammation', 'Isolation', 'Multilocus heterozygosity', 'Tissue Plasminogen Activator (TPA)', 'Von Willebrand Factor (VWF)']"
8421508800,8232027400,2009,6,"['', '', 'Croatia', 'Employment', 'Health', 'Hypertension', 'Migration', 'Obesity', 'Overweight', 'Waist circumference', '', 'Ageing', 'Centenarian', 'Croatia', 'Demography', 'Longevity', 'Nonagenarian', 'Prevalence', '']"
8421508800,8232027400,2010,6,"['', '', '', '', '', '']"
8421508800,8232027400,2011,1,['']
8421508800,8232027400,2012,4,"['', 'arterial stiffness', 'Arteriograph', 'augmentation index', 'central SBP', 'general population', 'SphygmoCor', '', '']"
8421508800,8232027400,2013,1,['']
8421508800,8232027400,2014,1,['']
8421508800,8232027400,2015,2,"['Croatia', 'Health', 'Risk factor', 'Socioeconomic factors', '']"
8421508800,8232027400,2016,3,"['', '', '']"
8421508800,8232027400,2017,1,"['Case–control association analysis', 'free thyroxine', 'genetic variants', ""Hashimoto's thyroiditis"", 'MBIP', 'NR3C2', 'thyroid-stimulating hormone']"
8421508800,8232027400,2018,2,"['', 'Autoimmune thyroid disease', 'Autoimmunity', 'Genetics', 'GWAS', 'Hashimoto’s thyroiditis', 'Hypothyroidism']"
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
7004649068,6602665666,2007,3,"['Antiviral activities', 'C-5 substituted uracil derivatives', 'Cytostatic activities', 'l-Ascorbic acid', '', '']"
7004649068,6602665666,2009,1,"['C-6 alkyl and alkenyl pyrimidine derivatives', 'Cytostatic activity evaluations', 'NMR conformational analysis']"
7004649068,6602665666,2010,1,"['π⋯π interactions', '5,6-Disubstituted pyrimidines', 'Cytostatic evaluations', 'Hydrogen bonds', 'Lithiation', 'Positron-emission tomography (PET)', 'X-ray diffraction']"
7004649068,6602665666,2012,1,"['5-Alkyl pyrimidine derivatives', 'ADME properties', 'Cell cycle analysis', 'Cytostatic evaluations']"
7004649068,6701587658,2007,3,"['Antiviral activities', 'C-5 substituted uracil derivatives', 'Cytostatic activities', 'l-Ascorbic acid', '', '']"
7004649068,6701587658,2008,1,"['Antitumoral agents', 'Antiviral agents', 'Biologically active compounds', 'Primaquine', 'Urea']"
7004649068,6701587658,2009,1,"['3-Hydroxypropylamides', 'Cytostatic activity', 'Nonsteroidal anti-inflammatory drugs (NSAID)', 'Phosphoramidates']"
7004649068,55892263300,2008,2,"['Antitumor evaluation', 'DNA binding', 'Thiosemicarbazone', 'UV/vis spectroscopy', 'Apoptosis', 'Cisplatin', 'GADD45a', 'HEp-2 cells', 'Methotrexate', 'p21 waf1/cip1']"
7004649068,55892263300,2010,1,"['Antiproliferative effects', 'Molybdenum(VI) complexes', 'Thiosemicarbazone', 'Tumor cell lines', 'X-ray crystal structures']"
7004649068,55892263300,2009,1,['']
7004649068,7005639612,2007,2,"['Antiproliferative effect', 'Diclofenac', 'Fenoprofen', 'Human tumor cell lines', 'Polyaspartamide', 'Polymer-drug conjugate', 'Thiomer', 'Antiproliferative effect', 'Apoptosis', 'Cell cycle arrest', 'Fenoprofen', 'Fenoprofenamides', 'Human tumor cell lines', 'Ketoprofen', 'Ketoprofenamides', 'Lipophilicity']"
7004649068,7005639612,2008,1,"['Antitumoral agents', 'Antiviral agents', 'Biologically active compounds', 'Primaquine', 'Urea']"
7004649068,7005639612,2009,2,"['3-Hydroxypropylamides', 'Cytostatic activity', 'Nonsteroidal anti-inflammatory drugs (NSAID)', 'Phosphoramidates', 'Carbamate', 'Cytostatic activity', 'Lipid peroxidation', 'Primaquine', 'Soybean lipoxygenase', 'Urea']"
7004649068,7005639612,2010,1,"['Amide', 'Antioxidant activity', 'Cytostatic activity', 'Ketoprofen derivatives', 'Soybean lipoxygenase']"
7004649068,7005639612,2012,2,"['Amides', 'Antimetabolic activity', 'Caco-2 cells permeability', 'Cytostatic activity', 'Sorafenib', 'Carbazide', 'Cytostatic activity', 'Lipid peroxidation', 'Lipoxygenase', 'NSAID', 'Semicarbazide']"
7004649068,7005639612,2013,1,"['Antioxidative activity', 'Antitumoural activity', 'Antiviral evaluation', 'Benzotriazole', 'Primaquine', 'Semicarbazide']"
7004649068,7005639612,2014,1,"['Antioxidative activity', 'Cytostatic activity', 'Primaquine', 'Semicarbazide', 'Urea']"
7004649068,7005639612,2016,2,"['Antimicrobial activity', 'Antioxidative activity', 'Antiproliferative activity', 'Bis-urea', 'Primaquine', 'Urea', 'Antioxidative activity', 'Antiviral activity', 'Cinnamic acid derivative', 'Conjugate', 'Cytostatic activity', 'Primaquine']"
7004649068,7005639612,2018,2,"['Antimalarial activity', 'Glucose-6-phosphate dehydrogenase', 'Plasmodium falciparum', 'Primaquine', 'QSAR', 'Ureidoamide', 'antitumor activity in vitro', 'chloroquine', 'hydroxychloroquine', 'urea']"
7004649068,35492870100,2007,6,"['Antiviral activities', 'C-5 substituted uracil derivatives', 'Cytostatic activities', 'l-Ascorbic acid', 'Antiproliferative effect', 'Diclofenac', 'Fenoprofen', 'Human tumor cell lines', 'Polyaspartamide', 'Polymer-drug conjugate', 'Thiomer', 'Amidines', 'Antitumor activity', 'Antiviral activity', 'Benzimidazoles', 'Imidazole', 'N-Methyl-pyrrole', 'Pyridine', '', '', '']"
7004649068,35492870100,2008,2,"['Antitumoral agents', 'Antiviral agents', 'Biologically active compounds', 'Primaquine', 'Urea', '']"
7004649068,35492870100,2009,3,"['3-Hydroxypropylamides', 'Cytostatic activity', 'Nonsteroidal anti-inflammatory drugs (NSAID)', 'Phosphoramidates', '', '']"
6602665666,6701587658,2007,3,"['Antiviral activities', 'C-5 substituted uracil derivatives', 'Cytostatic activities', 'l-Ascorbic acid', '', '']"
6602665666,6701587658,2008,1,"['Anti-HIV activity', 'Cytostatic evaluations', 'Unsaturated acyclic pyrimidine nucleoside analogues', 'Z- and E-isomers']"
6602665666,55892263300,2008,1,"['Anti-HIV activity', 'Cytostatic evaluations', 'Unsaturated acyclic pyrimidine nucleoside analogues', 'Z- and E-isomers']"
6602665666,55892263300,2011,2,"['Antiproliferative effect', 'Antitumor activity', 'Pyrimidines', 'Pyrrolo[1,2-c]pyrimidine-1,3-diones', 'X-Ray crystallography', '6-(1,3-Dihydroxyisobutenyl)thymine', 'Herpes simplex virus type 1 thymidine kinase (HSV-1 TK)', 'Molecular docking', 'Positron emission tomography (PET)']"
6602665666,55892263300,2012,1,"['5-Alkynylpyrimidines', '5-Endo-dig cyclisation', 'Furo[2,3-d]pyrimidines', 'N-Methoxymethylated pyrimidine derivatives', 'Sonogashira cross-coupling reaction']"
6602665666,55892263300,2014,1,"['Antiproliferative evaluation', 'C-6-isobutyl pyrimidine', 'C-6-propyl pyrimidine', 'In silico analysis', 'N-Alkylated pyrimidine derivatives']"
6602665666,55892263300,2015,2,"['1,2,3-Triazoles', '1,5- and 2,5-disubstituted tetrazoles', 'Antitumor activity', 'Click chemistry', 'One-pot', 'acid ceramidase (ASAH1)', 'apoptosis', 'breast cancer', 'Nucleosides', 'pyrimidine', 'sphingolipid signaling']"
6602665666,55892263300,2016,1,"['1,2,3-triazole–coumarin hybrids', '5-Lipoxygenase (5-LO)', 'Acid ceramidase (ASAH)', 'Antibacterial activity', 'Click chemistry', 'Cytostatic activity']"
6602665666,55892263300,2017,1,"['1,2,3-triazole', 'Anticancer', 'Pancreatic carcinoma (CFPAC-1)', 'Purinomimetics', 'Pyrrolo[2,3-d]pyrimidines']"
6602665666,55892263300,2018,1,"['1,2,3-triazole', 'non-small cell lung cancer A549', 'p38 MAPK', 'Purine', 'purinomimetic']"
6602665666,35492870100,2007,3,"['Antiviral activities', 'C-5 substituted uracil derivatives', 'Cytostatic activities', 'l-Ascorbic acid', '', '']"
6602665666,35492870100,2008,1,"['Anti-HIV activity', 'Cytostatic evaluations', 'Unsaturated acyclic pyrimidine nucleoside analogues', 'Z- and E-isomers']"
6701587658,55892263300,2008,1,['']
6701587658,55892263300,2009,1,"['Antitumor agents', 'NSAID hydroxamic acids', 'Tumor cells: effectors of apoptosis']"
6701587658,55892263300,2010,1,"['Akt signalling', 'Apoptosis', 'Cell cycle', 'Cytostatic activity', 'Cytotoxicity', 'Human pancreatic cancer', 'Hydroxamic acids', 'Nonsteroidal anti-inflammatory drugs (NSAID)']"
6701587658,55892263300,2011,3,"['Cell cycle analysis', 'Circular dichroism', 'Cytostatic activity evaluation', 'l-ascorbic acid', 'Pyrimidine and cyanuric acid derivatives', 'X-ray diffraction', 'Acyclic nucleoside analogues', 'Anti-viral activity', 'Cytostatic activity', 'Purine and pyrimidine derivatives', '']"
6701587658,55892263300,2012,2,"['1,2,4-Triazole', 'Anti-HCV activity', 'Antitumor activity', 'Imidazole', 'IMPDH', 'l-ascorbic acid', '1,2,4-triazole', '4,5-dicyanoimidazole and purine coumarin derivatives', 'Acyclic nucleoside analogues', 'Antitumor activity evaluation']"
6701587658,55892263300,2013,2,"['[4,5-e][1,3]diazepine', 'Anti-RSV', 'Anti-tumor', 'Imidazole', 'Amino acid hydroxyurea derivatives', 'Anti-proliferative effect', 'Colorectal cancer', 'HDAC inhibition']"
6701587658,55892263300,2015,1,"['3-Deazapurines', '7-Deazapurines', '9-Deazapurines', 'activity Antiviral activity', 'Cytostatic', 'Imino-L-ascorbic acid', 'L-Ascorbic acid']"
6701587658,55892263300,2016,1,"['Antitumour', 'Coumarin[3,2-c]thiophene', 'Hydroxamic acid', 'Urea']"
6701587658,7005639612,2008,2,"['Antiviral activity', 'Cytostatic activity', 'Human tumor cell lines', 'Hydroxyureas', 'Antitumoral agents', 'Antiviral agents', 'Biologically active compounds', 'Primaquine', 'Urea']"
6701587658,7005639612,2009,2,"['3-Hydroxypropylamides', 'Cytostatic activity', 'Nonsteroidal anti-inflammatory drugs (NSAID)', 'Phosphoramidates', 'Antitumor agents', 'NSAID hydroxamic acids', 'Tumor cells: effectors of apoptosis']"
6701587658,7005639612,2010,1,"['Akt signalling', 'Apoptosis', 'Cell cycle', 'Cytostatic activity', 'Cytotoxicity', 'Human pancreatic cancer', 'Hydroxamic acids', 'Nonsteroidal anti-inflammatory drugs (NSAID)']"
6701587658,7005639612,2013,1,"['Amino acid hydroxyurea derivatives', 'Anti-proliferative effect', 'Colorectal cancer', 'HDAC inhibition']"
6701587658,35492870100,2007,3,"['Antiviral activities', 'C-5 substituted uracil derivatives', 'Cytostatic activities', 'l-Ascorbic acid', '', '']"
6701587658,35492870100,2008,1,['']
6701587658,35492870100,2009,2,"['3-Hydroxypropylamides', 'Cytostatic activity', 'Nonsteroidal anti-inflammatory drugs (NSAID)', 'Phosphoramidates', 'Antitumor agents', 'NSAID hydroxamic acids', 'Tumor cells: effectors of apoptosis']"
6701587658,35492870100,2010,1,"['Akt signalling', 'Apoptosis', 'Cell cycle', 'Cytostatic activity', 'Cytotoxicity', 'Human pancreatic cancer', 'Hydroxamic acids', 'Nonsteroidal anti-inflammatory drugs (NSAID)']"
6701587658,35492870100,2011,3,"['Cell cycle analysis', 'Circular dichroism', 'Cytostatic activity evaluation', 'l-ascorbic acid', 'Pyrimidine and cyanuric acid derivatives', 'X-ray diffraction', 'Acyclic nucleoside analogues', 'Anti-viral activity', 'Cytostatic activity', 'Purine and pyrimidine derivatives', '']"
6701587658,35492870100,2012,2,"['1,2,4-Triazole', 'Anti-HCV activity', 'Antitumor activity', 'Imidazole', 'IMPDH', 'l-ascorbic acid', '1,2,4-triazole', '4,5-dicyanoimidazole and purine coumarin derivatives', 'Acyclic nucleoside analogues', 'Antitumor activity evaluation']"
6701587658,35492870100,2013,2,"['[4,5-e][1,3]diazepine', 'Anti-RSV', 'Anti-tumor', 'Imidazole', 'Amino acid hydroxyurea derivatives', 'Anti-proliferative effect', 'Colorectal cancer', 'HDAC inhibition']"
6701587658,35492870100,2015,1,"['3-Deazapurines', '7-Deazapurines', '9-Deazapurines', 'activity Antiviral activity', 'Cytostatic', 'Imino-L-ascorbic acid', 'L-Ascorbic acid']"
6701587658,35492870100,2016,1,"['Antitumour', 'Coumarin[3,2-c]thiophene', 'Hydroxamic acid', 'Urea']"
55892263300,7005639612,2008,1,"['Antiviral activity', 'Cytostatic activity', 'Human tumor cell lines', 'Hydroxyureas']"
55892263300,7005639612,2009,1,"['Antitumor agents', 'NSAID hydroxamic acids', 'Tumor cells: effectors of apoptosis']"
55892263300,7005639612,2010,1,"['Akt signalling', 'Apoptosis', 'Cell cycle', 'Cytostatic activity', 'Cytotoxicity', 'Human pancreatic cancer', 'Hydroxamic acids', 'Nonsteroidal anti-inflammatory drugs (NSAID)']"
55892263300,7005639612,2013,1,"['Amino acid hydroxyurea derivatives', 'Anti-proliferative effect', 'Colorectal cancer', 'HDAC inhibition']"
55892263300,7005639612,2016,1,"['c-Raf', 'Cytostatic activity', 'Pyrazine', 'Sorafenib', 'Synthesis', 'Western blotting']"
55892263300,35492870100,2008,1,['']
55892263300,35492870100,2009,4,"['Antitumor agents', 'NSAID hydroxamic acids', 'Tumor cells: effectors of apoptosis', 'Akt', 'Bioinformatics', 'Cytoskeleton', ""Dupuytren's disease"", 'Proteomics', ""Dupuytren's contracture"", 'Fibroblasts', 'Myofibroblasts', '']"
55892263300,35492870100,2010,1,"['Akt signalling', 'Apoptosis', 'Cell cycle', 'Cytostatic activity', 'Cytotoxicity', 'Human pancreatic cancer', 'Hydroxamic acids', 'Nonsteroidal anti-inflammatory drugs (NSAID)']"
55892263300,35492870100,2011,9,"['', 'Developmental dysplasia of the hip', 'Hip osteoarthritis', 'Interleukin 6', 'Transforming growth factor β1', 'Antiproliferaive evaluation', 'Benzimidazoles', 'Schiff bases', 'UV/Vis and fluorescence spectroscopy', 'Cell cycle analysis', 'Circular dichroism', 'Cytostatic activity evaluation', 'l-ascorbic acid', 'Pyrimidine and cyanuric acid derivatives', 'X-ray diffraction', 'Antiproliferative activity', 'Apoptosis', 'Cell cycle', 'Imidazo[4,5-b]pyridines', 'Interaction with ct-DNA', 'Triaza-benzo[c]fluorenes', '', 'Acyclic nucleoside analogues', 'Anti-viral activity', 'Cytostatic activity', 'Purine and pyrimidine derivatives', 'Biomarkers', 'Rare metabolic diseases', 'S-Adenosylhomocysteine hydrolase deficiency', 'T-Cell activation', '']"
55892263300,35492870100,2012,4,"['1,2,4-Triazole', 'Anti-HCV activity', 'Antitumor activity', 'Imidazole', 'IMPDH', 'l-ascorbic acid', 'Amidines', 'Anticancer evaluation', 'Bis-benzothiazolyl substituted pyridines and pyrazine', 'Akt', 'CD90', 'Differentiation', ""Dupuytren's disease"", 'Myofibroblasts', 'P38', '1,2,4-triazole', '4,5-dicyanoimidazole and purine coumarin derivatives', 'Acyclic nucleoside analogues', 'Antitumor activity evaluation']"
55892263300,35492870100,2013,5,"['Antiproliferative activity', 'Apoptosis', 'Benzofuranes', 'Carboxamides', 'Crystal structure determination', 'Orthosilicic acid', 'Silicon', 'Therapeutic and biological effects', 'Zeolites', 'Amdino-substituted phenylene-bisbenzothiazoles', 'Antitumour evaluation', 'Apoptosis', 'DNA-binding', '[4,5-e][1,3]diazepine', 'Anti-RSV', 'Anti-tumor', 'Imidazole', 'Amino acid hydroxyurea derivatives', 'Anti-proliferative effect', 'Colorectal cancer', 'HDAC inhibition']"
55892263300,35492870100,2014,1,"['Breast cancer', 'Growth hormone', 'Growth hormone receptor', 'Metastasis', 'NEDD9', 'Plakoglobin']"
55892263300,35492870100,2015,1,"['Extracellular-matrix', 'Inflammatory genes', 'MK2 kinase', 'Myofibroblasts', 'P38 MAPK']"
55892263300,35492870100,2016,2,"['Antitumour', 'Coumarin[3,2-c]thiophene', 'Hydroxamic acid', 'Urea', 'Cytoskeleton', 'Ladinin-1', 'Metastases', 'Proteomics', 'Squamous larynx cancer', 'Src tyrosine kinase']"
55892263300,35492870100,2017,2,"['FGFR-MAPK/Erk1/2 signaling', 'Laryngeal squamous cell carcinoma', 'Metastases', 'Polysialic acid', 'Polysialyltransferase', 'Clinoptilolite', 'Detoxification', 'Heavy-metals', 'Ion-exchange', 'Oxygenation']"
7005639612,35492870100,2007,1,"['Antiproliferative effect', 'Diclofenac', 'Fenoprofen', 'Human tumor cell lines', 'Polyaspartamide', 'Polymer-drug conjugate', 'Thiomer']"
7005639612,35492870100,2008,2,"['Antiviral activity', 'Cytostatic activity', 'Human tumor cell lines', 'Hydroxyureas', 'Antitumoral agents', 'Antiviral agents', 'Biologically active compounds', 'Primaquine', 'Urea']"
7005639612,35492870100,2009,2,"['3-Hydroxypropylamides', 'Cytostatic activity', 'Nonsteroidal anti-inflammatory drugs (NSAID)', 'Phosphoramidates', 'Antitumor agents', 'NSAID hydroxamic acids', 'Tumor cells: effectors of apoptosis']"
7005639612,35492870100,2010,1,"['Akt signalling', 'Apoptosis', 'Cell cycle', 'Cytostatic activity', 'Cytotoxicity', 'Human pancreatic cancer', 'Hydroxamic acids', 'Nonsteroidal anti-inflammatory drugs (NSAID)']"
7005639612,35492870100,2013,1,"['Amino acid hydroxyurea derivatives', 'Anti-proliferative effect', 'Colorectal cancer', 'HDAC inhibition']"
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,12758684000,1997,1,"['APD', 'CMS', 'Crystal', 'ECAL', 'Electromagnetic calorimeter', 'Energy resolution', 'Lead tungstate']"
6508136785,12758684000,1998,1,['']
6508136785,12758684000,2007,1,['']
6508136785,12758684000,2013,1,"['Cherenkov telescopes', 'Data Quality Check', 'Gamma-ray astronomy', 'Icrc2013']"
6508136785,6602116545,2006,1,['']
