Country,Source,Target,Year,Weight,Keywords
Italy,55723305200,57203175231,2016,1,"['Breast cancer', 'Low-dose maintenance chemotherapy', 'Prognosis', 'Triple negative', 'Tumor-infiltrating lymphocytes']"
Italy,55723305200,7003363137,2016,1,"['Breast cancer', 'Low-dose maintenance chemotherapy', 'Prognosis', 'Triple negative', 'Tumor-infiltrating lymphocytes']"
Italy,55723305200,7003683214,2011,1,"['Aromatase inhibitor', 'Breast cancer', 'Prognostic factor', 'Tamoxifen']"
Italy,55723305200,7003955137,2016,1,"['Breast cancer', 'Low-dose maintenance chemotherapy', 'Prognosis', 'Triple negative', 'Tumor-infiltrating lymphocytes']"
Italy,55723305200,7003340773,2008,1,['']
Italy,55723305200,7003340773,2013,1,"['Adjuvant treatment', 'Breast cancer', 'Chemotherapy', 'Elderly', 'Endocrine nonresponsive', 'Pegylated liposomal doxorubicin']"
Italy,55723305200,7003340773,2014,1,['']
Italy,35228078600,7006417288,1997,2,"['', '']"
Italy,35228078600,7006417288,1996,1,['']
Italy,35228078600,7006417288,1995,2,"['', '']"
Italy,35228078600,7006275561,1997,2,"['', '']"
Italy,35228078600,7006275561,1996,1,['']
Italy,35228078600,7006275561,1995,2,"['', '']"
Italy,35228078600,18036890100,1997,2,"['', '']"
Italy,35228078600,18036890100,1996,1,['']
Italy,35228078600,18036890100,1995,2,"['', '']"
Italy,20733941800,6603912553,2014,1,"['FNAB', 'hepatocellular carcinoma', 'microRNA', 'sorafenib', 'survival']"
Italy,7005552282,6603912553,2012,2,"['', '']"
Italy,7005552282,6603912553,2018,1,"['Clinical trials', 'Colorectal cancer', 'Delphi survey', 'Metastatic disease', 'Patient characteristics', 'Prognosis', 'Stratification']"
Italy,56272810500,36146605800,1995,1,['']
Italy,56272810500,36146605800,1996,2,"['', '']"
Italy,56272810500,36146605800,2009,2,"['', '']"
Italy,35228078600,7102479035,1988,3,"['', '', '']"
Italy,35228078600,7102479035,1987,1,['']
Italy,35228078600,7102479035,1989,1,['']
Italy,35228078600,7006417288,1997,2,"['', '']"
Italy,35228078600,7006417288,1996,1,['']
Italy,35228078600,7006417288,1995,2,"['', '']"
Italy,35228078600,7006275561,1997,2,"['', '']"
Italy,35228078600,7006275561,1996,1,['']
Italy,35228078600,7006275561,1995,2,"['', '']"
Italy,35228078600,18036890100,1997,2,"['', '']"
Italy,35228078600,18036890100,1996,1,['']
Italy,35228078600,18036890100,1995,2,"['', '']"
Italy,7005262376,36146605800,1993,1,['']
Italy,7005262376,36146605800,1992,1,['']
Italy,7005262376,36146605800,1995,1,['']
Italy,7005262376,36146605800,1994,1,['']
Italy,7005262376,36146605800,1991,1,['']
Italy,7005262376,36146605800,1996,1,['']
Italy,15738032200,36146605800,1993,1,['']
Italy,15738032200,36146605800,1992,1,['']
Italy,15738032200,36146605800,1995,1,['']
Italy,15738032200,36146605800,1991,1,['']
Italy,15738032200,36146605800,1994,1,['']
Italy,15738032200,36146605800,1990,1,['']
Italy,15738032200,36146605800,1996,1,['']
Italy,15738032200,36146605800,1989,1,['']
Italy,15738032200,36146605800,2009,2,"['', '']"
Italy,35313916500,36146605800,1995,1,['']
Italy,35313916500,7004126067,2006,1,['']
Italy,7004393676,36146605800,1995,1,['']
Italy,7004393676,36146605800,1994,2,"['', '']"
Italy,34767905500,36146605800,1993,1,['']
Italy,34767905500,36146605800,1992,1,['']
Italy,34767905500,36146605800,1995,1,['']
Italy,34767905500,36146605800,1994,1,['']
Italy,34767905500,36146605800,1996,1,['']
Italy,34767905500,7004126067,2006,1,['']
Italy,36146605800,12796451700,1995,1,['']
Italy,36146605800,7006417288,1993,1,['']
Italy,36146605800,7006417288,1992,1,['']
Italy,36146605800,7006417288,1995,2,"['', '']"
Italy,36146605800,7006417288,1991,1,['']
Italy,36146605800,7006417288,1994,1,['']
Italy,36146605800,7006417288,1990,1,['']
Italy,36146605800,7006417288,1996,1,['']
Italy,36146605800,7006417288,1997,3,"['', '', '']"
Italy,36146605800,7006417288,1998,1,['']
Italy,36146605800,7006417288,1989,1,['']
Italy,36146605800,35227037600,1995,2,"['', '']"
Italy,36146605800,35227037600,1994,1,['']
Italy,36146605800,35227037600,1996,2,"['', '']"
Italy,36146605800,7006275561,1994,1,['']
Italy,36146605800,7006275561,1996,1,['']
Italy,36146605800,7006275561,1997,3,"['', '', '']"
Italy,36146605800,7006275561,1998,1,['']
Italy,36146605800,7006275561,1995,3,"['', '', '']"
Italy,36146605800,7005282801,1989,1,['']
Italy,36146605800,7005282801,1990,1,['']
Italy,36146605800,18036890100,1993,1,['']
Italy,36146605800,18036890100,1991,1,['']
Italy,36146605800,18036890100,1990,1,['']
Italy,36146605800,18036890100,1992,1,['']
Italy,36146605800,18036890100,1994,1,['']
Italy,36146605800,18036890100,1996,1,['']
Italy,36146605800,18036890100,1997,3,"['', '', '']"
Italy,36146605800,18036890100,1998,1,['']
Italy,36146605800,18036890100,1989,1,['']
Italy,36146605800,18036890100,1995,3,"['', '', '']"
Italy,35227851000,7004126067,2006,1,['']
Italy,7006316549,35278066400,2001,1,['']
Italy,7006316549,35278066400,1999,1,['']
Italy,7006316549,35278066400,2000,1,['']
Italy,7006316549,35278066400,2002,5,"['', '', '', '', '']"
Italy,7006316549,35278066400,2003,1,['']
Italy,7006316549,14719607800,2002,1,['']
Italy,7006316549,14719607800,2003,5,"['', '', '', '', '']"
Italy,35274580000,35278066400,2001,1,['']
Italy,35274580000,35278066400,1999,1,['']
Italy,35274580000,35278066400,2000,1,['']
Italy,35274580000,35278066400,2002,5,"['', '', '', '', '']"
Italy,35274580000,35278066400,2003,1,['']
Italy,35274580000,35278066400,2004,1,['']
Italy,35274580000,14719607800,2002,1,['']
Italy,35274580000,14719607800,2003,1,['']
Italy,35274580000,14719607800,2004,4,"['', '', '', '']"
Italy,35221177400,35278066400,2001,1,['']
Italy,35221177400,35278066400,1999,1,['']
Italy,35221177400,35278066400,2000,1,['']
Italy,35221177400,35278066400,2002,5,"['', '', '', '', '']"
Italy,35221177400,35278066400,2003,1,['']
Italy,35221177400,35278066400,2004,1,['']
Italy,35221177400,35278066400,2005,1,['']
Italy,35221177400,35278066400,2006,7,"['', '', '', '', '', '', '']"
Italy,35221177400,14719607800,2002,1,['']
Italy,35221177400,14719607800,2003,1,['']
Italy,35221177400,14719607800,2004,3,"['', '', '']"
Italy,35221177400,14719607800,2005,1,['']
Italy,35221177400,14719607800,2006,7,"['', '', '', '', '', '', '']"
Italy,7006944872,35278066400,2001,1,['']
Italy,7006944872,35278066400,1999,1,['']
Italy,7006944872,35278066400,2000,1,['']
Italy,7006944872,35278066400,2002,5,"['', '', '', '', '']"
Italy,7006944872,35278066400,2003,2,"['', '']"
Italy,7006944872,35278066400,2006,1,['']
Italy,7006944872,14719607800,2002,1,['']
Italy,7006944872,14719607800,2003,3,"['', '', '']"
Italy,7006944872,14719607800,2006,1,['']
Italy,35278066400,56448205100,2001,1,['']
Italy,35278066400,56448205100,1999,1,['']
Italy,35278066400,56448205100,2000,1,['']
Italy,35278066400,56448205100,2002,5,"['', '', '', '', '']"
Italy,35278066400,56448205100,2003,1,['']
Italy,35278066400,56448205100,2004,1,['']
Italy,35278066400,56448205100,2005,1,['']
Italy,35278066400,56448205100,2006,7,"['', '', '', '', '', '', '']"
Italy,35278066400,25940940600,2001,1,['']
Italy,35278066400,25940940600,1999,1,['']
Italy,35278066400,25940940600,2000,1,['']
Italy,35278066400,25940940600,2002,5,"['', '', '', '', '']"
Italy,35278066400,25940940600,2003,1,['']
Italy,35278066400,25940940600,2004,1,['']
Italy,35278066400,25940940600,2005,1,['']
Italy,35278066400,25940940600,2006,7,"['', '', '', '', '', '', '']"
Italy,35278066400,7004878163,1999,1,['']
Italy,35278066400,7004878163,2005,1,['']
Italy,35278066400,7005129581,2001,2,"['', '']"
Italy,35278066400,7005129581,1999,1,['']
Italy,35278066400,7005129581,2000,1,['']
Italy,35278066400,7005129581,2004,1,['']
Italy,35278066400,7005129581,2005,1,['']
Italy,35278066400,7005129581,2002,1,['']
Italy,35278066400,7005129581,2006,7,"['', '', '', '', '', '', '']"
Italy,35278066400,7006418936,2001,1,['']
Italy,35278066400,7006418936,1999,1,['']
Italy,35278066400,7006418936,2000,1,['']
Italy,35278066400,7006418936,2002,5,"['', '', '', '', '']"
Italy,35278066400,7006418936,2003,1,['']
Italy,35278066400,7006418936,2004,1,['']
Italy,35278066400,7006418936,2005,1,['']
Italy,35278066400,7006418936,2006,7,"['', '', '', '', '', '', '']"
Italy,35278066400,7006985177,2001,2,"['', '']"
Italy,35278066400,7006985177,1999,1,['']
Italy,35278066400,7006985177,2000,1,['']
Italy,35278066400,7006985177,2002,2,"['', '']"
Italy,56448205100,14719607800,2002,1,['']
Italy,56448205100,14719607800,2003,1,['']
Italy,56448205100,14719607800,2004,3,"['', '', '']"
Italy,56448205100,14719607800,2005,1,['']
Italy,56448205100,14719607800,2006,7,"['', '', '', '', '', '', '']"
Italy,25940940600,14719607800,2002,1,['']
Italy,25940940600,14719607800,2003,1,['']
Italy,25940940600,14719607800,2004,3,"['', '', '']"
Italy,25940940600,14719607800,2005,1,['']
Italy,25940940600,14719607800,2006,7,"['', '', '', '', '', '', '']"
Italy,7004878163,14719607800,2005,1,['']
Italy,7005129581,14719607800,2004,1,['']
Italy,7005129581,14719607800,2005,1,['']
Italy,7005129581,14719607800,2006,7,"['', '', '', '', '', '', '']"
Italy,7006418936,14719607800,2002,1,['']
Italy,7006418936,14719607800,2003,1,['']
Italy,7006418936,14719607800,2004,3,"['', '', '']"
Italy,7006418936,14719607800,2005,1,['']
Italy,7006418936,14719607800,2006,7,"['', '', '', '', '', '', '']"
Italy,7102090038,6603597192,2014,1,"['Carbenes', 'Cross-coupling', 'Homogeneous catalysis', 'N ligands', 'Palladium']"
Italy,7006316549,14719607800,2002,1,['']
Italy,7006316549,14719607800,2003,5,"['', '', '', '', '']"
Italy,35274580000,14719607800,2002,1,['']
Italy,35274580000,14719607800,2003,1,['']
Italy,35274580000,14719607800,2004,4,"['', '', '', '']"
Italy,7006944872,14719607800,2002,1,['']
Italy,7006944872,14719607800,2003,3,"['', '', '']"
Italy,7006944872,14719607800,2006,1,['']
Italy,56448205100,14719607800,2002,1,['']
Italy,56448205100,14719607800,2003,1,['']
Italy,56448205100,14719607800,2004,3,"['', '', '']"
Italy,56448205100,14719607800,2005,1,['']
Italy,56448205100,14719607800,2006,7,"['', '', '', '', '', '', '']"
Italy,25940940600,14719607800,2002,1,['']
Italy,25940940600,14719607800,2003,1,['']
Italy,25940940600,14719607800,2004,3,"['', '', '']"
Italy,25940940600,14719607800,2005,1,['']
Italy,25940940600,14719607800,2006,7,"['', '', '', '', '', '', '']"
Italy,7004878163,14719607800,2005,1,['']
Italy,7005129581,14719607800,2004,1,['']
Italy,7005129581,14719607800,2005,1,['']
Italy,7005129581,14719607800,2006,7,"['', '', '', '', '', '', '']"
Italy,7006418936,14719607800,2002,1,['']
Italy,7006418936,14719607800,2003,1,['']
Italy,7006418936,14719607800,2004,3,"['', '', '']"
Italy,7006418936,14719607800,2005,1,['']
Italy,7006418936,14719607800,2006,7,"['', '', '', '', '', '', '']"
Italy,7102759450,7004673936,2007,3,"['Breast cancer', 'Isolated tumour cells', 'Micrometastasis', 'Mucinous carcinoma', 'Non-sentinel lymph node', 'Papillary carcinoma', 'Sentinel lymph node', 'Tubular carcinoma', 'Breast cancer', 'Non-sentinel lymph node', 'pT1', 'Sentinel lymph node', 'Breast cancer', 'Clinical prediction rules', 'Nonsentinel lymph nodes', 'Postmastectomy radiation therapy', 'Sentinel lymph nodes', 'T1 tumors']"
Italy,7102759450,56146609100,2007,3,"['Breast cancer', 'Isolated tumour cells', 'Micrometastasis', 'Mucinous carcinoma', 'Non-sentinel lymph node', 'Papillary carcinoma', 'Sentinel lymph node', 'Tubular carcinoma', 'Breast cancer', 'Non-sentinel lymph node', 'pT1', 'Sentinel lymph node', 'Breast cancer', 'Clinical prediction rules', 'Nonsentinel lymph nodes', 'Postmastectomy radiation therapy', 'Sentinel lymph nodes', 'T1 tumors']"
Italy,7102759450,56146609100,2017,1,"['breast', 'papillary carcinoma', 'thyroid-like carcinoma']"
Italy,8536055500,7004673936,2007,1,"['Biotin-labeled trastuzumab', 'Breast neoplasms', 'HER2']"
Italy,8536055500,7004673936,2014,1,"['Breast cancer', 'Mitotic count', 'Neoadjuvant therapy', 'Non-response', 'Proliferation']"
Italy,8536055500,7004673936,2017,1,['']
Italy,8536055500,56146609100,2014,1,"['Breast cancer', 'Mitotic count', 'Neoadjuvant therapy', 'Non-response', 'Proliferation']"
Italy,7004673936,7005772202,2007,4,"['Breast cancer', 'Isolated tumour cells', 'Micrometastasis', 'Mucinous carcinoma', 'Non-sentinel lymph node', 'Papillary carcinoma', 'Sentinel lymph node', 'Tubular carcinoma', 'Breast cancer', 'Non-sentinel lymph node', 'pT1', 'Sentinel lymph node', 'Breast cancer', 'Clinical prediction rules', 'Nonsentinel lymph nodes', 'Postmastectomy radiation therapy', 'Sentinel lymph nodes', 'T1 tumors', 'Biotin-labeled trastuzumab', 'Breast neoplasms', 'HER2']"
Italy,7004673936,7005772202,2008,1,"['Breast cancer', 'Isolated tumour cells', 'Micrometastasis', 'Sentinel lymph node', 'TNM']"
Italy,7004673936,7005772202,2010,1,['']
Italy,7004673936,7005772202,2011,1,"['Breast cancer', 'Isolated tumour cell cluster', 'Isolated tumour cells', 'Micrometastasis', 'Sentinel lymph node', 'TNM']"
Italy,7004673936,7005772202,2014,2,"['Breast cancer', 'Ki67', 'Proliferation', 'Breast cancer', 'Mitotic count', 'Neoadjuvant therapy', 'Non-response', 'Proliferation']"
Italy,7004673936,7005772202,2016,1,"['Immunohistochemistry', 'In situ carcinoma', 'Microinvasion', 'Myoepithelium', 'Reproducibility']"
Italy,7004673936,7005772202,2017,1,['']
Italy,7004673936,7005772202,2018,1,"['Inter-observer agreement', 'Neoadjuvant chemotherapy', 'Pathological complete response', 'sTILs', 'Stromal tumour infiltrating lymphocytes', 'Triple-negative breast cancer']"
Italy,7005772202,56146609100,2007,3,"['Breast cancer', 'Isolated tumour cells', 'Micrometastasis', 'Mucinous carcinoma', 'Non-sentinel lymph node', 'Papillary carcinoma', 'Sentinel lymph node', 'Tubular carcinoma', 'Breast cancer', 'Non-sentinel lymph node', 'pT1', 'Sentinel lymph node', 'Breast cancer', 'Clinical prediction rules', 'Nonsentinel lymph nodes', 'Postmastectomy radiation therapy', 'Sentinel lymph nodes', 'T1 tumors']"
Italy,7005772202,56146609100,2009,1,"['Breast neoplasm', 'Methacarn fixation', 'RT-PCR', 'Sentinel lymph node']"
Italy,7005772202,56146609100,2010,1,['']
Italy,7005772202,56146609100,2011,1,"['Breast cancer', 'Isolated tumour cell cluster', 'Isolated tumour cells', 'Micrometastasis', 'Sentinel lymph node', 'TNM']"
Italy,7005772202,56146609100,2008,1,"['Breast cancer', 'Isolated tumour cells', 'Micrometastasis', 'Sentinel lymph node', 'TNM']"
Italy,7005772202,56146609100,2014,2,"['Breast cancer', 'Ki67', 'Proliferation', 'Breast cancer', 'Mitotic count', 'Neoadjuvant therapy', 'Non-response', 'Proliferation']"
Italy,7005772202,56146609100,2016,1,"['Immunohistochemistry', 'In situ carcinoma', 'Microinvasion', 'Myoepithelium', 'Reproducibility']"
Italy,7005772202,56146609100,2018,1,"['Inter-observer agreement', 'Neoadjuvant chemotherapy', 'Pathological complete response', 'sTILs', 'Stromal tumour infiltrating lymphocytes', 'Triple-negative breast cancer']"
Italy,35228078600,7006418936,1995,1,['']
Italy,35228078600,7006275561,1997,2,"['', '']"
Italy,35228078600,7006275561,1996,1,['']
Italy,35228078600,7006275561,1995,2,"['', '']"
Italy,35221177400,35278066400,2001,1,['']
Italy,35221177400,35278066400,1999,1,['']
Italy,35221177400,35278066400,2000,1,['']
Italy,35221177400,35278066400,2002,5,"['', '', '', '', '']"
Italy,35221177400,35278066400,2003,1,['']
Italy,35221177400,35278066400,2004,1,['']
Italy,35221177400,35278066400,2005,1,['']
Italy,35221177400,35278066400,2006,7,"['', '', '', '', '', '', '']"
Italy,15738032200,36146605800,1993,1,['']
Italy,15738032200,36146605800,1992,1,['']
Italy,15738032200,36146605800,1995,1,['']
Italy,15738032200,36146605800,1991,1,['']
Italy,15738032200,36146605800,1994,1,['']
Italy,15738032200,36146605800,1990,1,['']
Italy,15738032200,36146605800,1996,1,['']
Italy,15738032200,36146605800,1989,1,['']
Italy,15738032200,36146605800,2009,2,"['', '']"
Italy,8364616400,7006275561,1995,1,['']
Italy,35278066400,7006418936,2001,1,['']
Italy,35278066400,7006418936,1999,1,['']
Italy,35278066400,7006418936,2000,1,['']
Italy,35278066400,7006418936,2002,5,"['', '', '', '', '']"
Italy,35278066400,7006418936,2003,1,['']
Italy,35278066400,7006418936,2004,1,['']
Italy,35278066400,7006418936,2005,1,['']
Italy,35278066400,7006418936,2006,7,"['', '', '', '', '', '', '']"
Italy,36146605800,7006418936,1995,1,['']
Italy,36146605800,7006275561,1994,1,['']
Italy,36146605800,7006275561,1996,1,['']
Italy,36146605800,7006275561,1997,3,"['', '', '']"
Italy,36146605800,7006275561,1998,1,['']
Italy,36146605800,7006275561,1995,3,"['', '', '']"
Italy,6701584550,7006329174,2009,1,"['Biomonitoring', 'Eggs', 'Europe', 'Great tit', 'Organochlorine pesticides', 'Polybrominated diphenyl ethers', 'Polychlorinated biphenyls']"
Italy,6701584550,7006329174,2010,1,"['Cyanistes', 'Ficedula', 'field experiments', 'flycatcher', 'methods', 'nest sites', 'nestboxes', 'Parus', 'passerines', 'secondary cavity-nesting birds', 'tit']"
Italy,6701584550,7006329174,2014,1,"['Geographic location', 'Habitat', 'Latitude', 'Longitude', 'Nest box floor area', 'Nest box material']"
Italy,7006329174,6603856315,2009,1,"['Biomonitoring', 'Eggs', 'Europe', 'Great tit', 'Organochlorine pesticides', 'Polybrominated diphenyl ethers', 'Polychlorinated biphenyls']"
Italy,7006329174,6603856315,2010,1,"['Cyanistes', 'Ficedula', 'field experiments', 'flycatcher', 'methods', 'nest sites', 'nestboxes', 'Parus', 'passerines', 'secondary cavity-nesting birds', 'tit']"
Italy,7006329174,6603856315,2014,1,"['Geographic location', 'Habitat', 'Latitude', 'Longitude', 'Nest box floor area', 'Nest box material']"
Italy,56272810500,36146605800,1995,1,['']
Italy,56272810500,36146605800,1996,2,"['', '']"
Italy,56272810500,36146605800,2009,2,"['', '']"
Italy,15738032200,36146605800,1993,1,['']
Italy,15738032200,36146605800,1992,1,['']
Italy,15738032200,36146605800,1995,1,['']
Italy,15738032200,36146605800,1991,1,['']
Italy,15738032200,36146605800,1994,1,['']
Italy,15738032200,36146605800,1990,1,['']
Italy,15738032200,36146605800,1996,1,['']
Italy,15738032200,36146605800,1989,1,['']
Italy,15738032200,36146605800,2009,2,"['', '']"
Italy,7004393676,36146605800,1995,1,['']
Italy,7004393676,36146605800,1994,2,"['', '']"
Italy,8364616400,7006417288,1995,1,['']
Italy,8364616400,7006275561,1995,1,['']
Italy,8364616400,18036890100,1995,1,['']
Italy,34767905500,36146605800,1993,1,['']
Italy,34767905500,36146605800,1992,1,['']
Italy,34767905500,36146605800,1995,1,['']
Italy,34767905500,36146605800,1994,1,['']
Italy,34767905500,36146605800,1996,1,['']
Italy,34767905500,7004126067,2006,1,['']
Italy,36146605800,7006417288,1993,1,['']
Italy,36146605800,7006417288,1992,1,['']
Italy,36146605800,7006417288,1995,2,"['', '']"
Italy,36146605800,7006417288,1991,1,['']
Italy,36146605800,7006417288,1994,1,['']
Italy,36146605800,7006417288,1990,1,['']
Italy,36146605800,7006417288,1996,1,['']
Italy,36146605800,7006417288,1997,3,"['', '', '']"
Italy,36146605800,7006417288,1998,1,['']
Italy,36146605800,7006417288,1989,1,['']
Italy,36146605800,35227037600,1995,2,"['', '']"
Italy,36146605800,35227037600,1994,1,['']
Italy,36146605800,35227037600,1996,2,"['', '']"
Italy,36146605800,7006275561,1994,1,['']
Italy,36146605800,7006275561,1996,1,['']
Italy,36146605800,7006275561,1997,3,"['', '', '']"
Italy,36146605800,7006275561,1998,1,['']
Italy,36146605800,7006275561,1995,3,"['', '', '']"
Italy,36146605800,7003663342,1995,1,['']
Italy,36146605800,7005282801,1989,1,['']
Italy,36146605800,7005282801,1990,1,['']
Italy,36146605800,18036890100,1993,1,['']
Italy,36146605800,18036890100,1991,1,['']
Italy,36146605800,18036890100,1990,1,['']
Italy,36146605800,18036890100,1992,1,['']
Italy,36146605800,18036890100,1994,1,['']
Italy,36146605800,18036890100,1996,1,['']
Italy,36146605800,18036890100,1997,3,"['', '', '']"
Italy,36146605800,18036890100,1998,1,['']
Italy,36146605800,18036890100,1989,1,['']
Italy,36146605800,18036890100,1995,3,"['', '', '']"
Italy,7006417288,8951919500,1997,1,['']
Italy,7006417288,8951919500,1996,1,['']
Italy,7006417288,8951919500,1995,1,['']
Italy,8951919500,7006275561,1997,1,['']
Italy,8951919500,7006275561,1996,1,['']
Italy,8951919500,7006275561,1995,1,['']
Italy,8951919500,18036890100,1997,1,['']
Italy,8951919500,18036890100,1996,1,['']
Italy,8951919500,18036890100,1995,1,['']
Italy,7004845820,6603564983,2007,1,['']
Italy,7004669349,6603564983,2007,1,['']
Italy,6603564983,8987036600,2011,2,"['Basal cell carcinoma of the skin', 'P53', 'POMC', 'Single nucleotide polymorphism', '']"
Italy,55155383300,36039531600,1999,1,['']
Italy,55155383300,36039531600,1998,1,['']
Italy,55155383300,36039531600,2001,1,['']
Italy,55155383300,36039531600,1997,1,['']
Italy,55155383300,36039531600,2000,1,['']
Italy,55155383300,36039531600,2002,1,['']
Italy,55155383300,36039531600,2003,2,"['', '']"
Italy,55155383300,36039531600,2004,5,"['', '', '', '', '']"
Italy,55155383300,36039531600,2005,1,['']
Italy,55155383300,36039531600,2006,5,"['', 'Gamma-ray-point-sources', 'L3+C', 'Muons', '', '', 'Sun: coronal mass ejections (CMEs)', 'Sun: flares']"
Italy,55155383300,7005616225,1999,1,['']
Italy,55155383300,7005616225,1998,1,['']
Italy,55155383300,7005616225,2001,1,['']
Italy,55155383300,7005616225,1997,1,['']
Italy,55155383300,7005616225,2000,1,['']
Italy,55155383300,7005616225,2002,13,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Italy,55155383300,7005616225,2003,1,['']
Italy,55155383300,7005616225,2004,3,"['', '', '']"
Italy,55155383300,7005616225,2005,8,"['', '', '', '', '', '', '', '']"
Italy,55155383300,7005616225,2006,4,"['', '', '', 'Sun: coronal mass ejections (CMEs)', 'Sun: flares']"
Italy,55155383300,35226969700,1999,1,['']
Italy,55155383300,35226969700,1998,1,['']
Italy,55155383300,35226969700,2001,1,['']
Italy,55155383300,35226969700,1997,1,['']
Italy,55155383300,35226969700,2000,1,['']
Italy,55155383300,35226969700,2002,1,['']
Italy,55155383300,35226969700,2003,2,"['', '']"
Italy,55155383300,35226969700,2004,5,"['', '', '', '', '']"
Italy,55155383300,35226969700,2005,1,['']
Italy,55155383300,35226969700,2006,5,"['', 'Gamma-ray-point-sources', 'L3+C', 'Muons', '', '', 'Sun: coronal mass ejections (CMEs)', 'Sun: flares']"
Italy,55155383300,7102282953,1999,1,['']
Italy,55155383300,7102282953,1998,1,['']
Italy,55155383300,7102282953,2001,1,['']
Italy,55155383300,7102282953,1997,1,['']
Italy,55155383300,7102282953,2000,1,['']
Italy,55155383300,7102282953,2002,1,['']
Italy,55155383300,7102282953,2003,2,"['', '']"
Italy,55155383300,7102282953,2004,5,"['', '', '', '', '']"
Italy,55155383300,7102282953,2005,1,['']
Italy,55155383300,7102282953,2006,4,"['', '', '', 'Sun: coronal mass ejections (CMEs)', 'Sun: flares']"
Italy,55155383300,35227173600,2002,3,"['', '', '']"
Italy,55155383300,35227173600,2003,3,"['', '', '']"
Italy,55155383300,35227173600,2004,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
Italy,55155383300,35227173600,2005,7,"['', '', '', '', '', '', '']"
Italy,55155383300,35227173600,2006,2,"['', '']"
Italy,55155383300,35226994400,1999,1,['']
Italy,55155383300,35226994400,1998,1,['']
Italy,55155383300,35226994400,2001,1,['']
Italy,55155383300,35226994400,1997,1,['']
Italy,55155383300,35226994400,2000,1,['']
Italy,55155383300,35226994400,2002,14,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Italy,55155383300,35226994400,2003,2,"['', '']"
Italy,55155383300,35226994400,2004,5,"['', '', '', '', '']"
Italy,55155383300,35226994400,2005,8,"['', '', '', '', '', '', '', '']"
Italy,55155383300,35226994400,2006,5,"['', 'Gamma-ray-point-sources', 'L3+C', 'Muons', '', '', 'Sun: coronal mass ejections (CMEs)', 'Sun: flares']"
Italy,55155383300,7005281007,1999,1,['']
Italy,55155383300,7005281007,1998,1,['']
Italy,55155383300,7005281007,2001,1,['']
Italy,55155383300,7005281007,1997,1,['']
Italy,55155383300,7005281007,2000,1,['']
Italy,55155383300,7005281007,2002,1,['']
Italy,55155383300,7005281007,2003,2,"['', '']"
