Source,Target,Year,Weight,Keywords
26326826900,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
35227995300,35227998400,2007,1,['']
35227995300,35227998400,2009,1,['']
35227995300,35227998400,2008,2,"['', '']"
24759171600,8791928600,2007,1,['']
24759171600,35227520400,1994,1,['']
24759171600,35227520400,2003,1,['']
24759171600,8301003700,1994,1,['']
35227520400,8301003700,1994,1,['']
26326826900,8301003700,2014,2,"['', '']"
26326826900,8301003700,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,8301003700,2018,3,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'coronary CT angiography (CTA)', 'Gamma camera', 'Instrumentation for gamma-electron therapy', 'PET PET/CT', 'Pixelated detectors and associated VLSI electronics', 'Portal imaging', 'SPECT', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
26326826900,28167597500,2014,2,"['', '']"
26326826900,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
8301003700,28167597500,2014,2,"['', '']"
8301003700,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
8301003700,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
35227995300,35227998400,2007,1,['']
35227995300,35227998400,2009,1,['']
35227995300,35227998400,2008,2,"['', '']"
26326826900,28167597500,2014,2,"['', '']"
26326826900,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
23050742800,55048755500,2007,3,"['3D detectors', 'Medipix', 'Neutron detectors', 'Neutron imaging', 'Data acquisition', 'Medipix', 'Particle tracking', 'Spectroscopy', 'USB interface', 'X-ray imaging', 'Computed tomography', 'Neutron imaging', 'Pixel detector', 'Radiography', 'X-ray imaging']"
23050742800,55048755500,2008,2,"['', '']"
23050742800,55048755500,2009,4,"['Pixel detectors', 'Position-sensitive semiconductor detectors', 'Radiation detection and spectroscopy', 'Medipix', 'Neutron detection', 'Particle tracking', 'X-ray imaging', 'Heavy ionizing particles', 'Medipix2', 'Pattern recognition', 'Charge sharing', 'Heavy ionizing particles', 'Medipix2']"
23050742800,55048755500,2010,1,['']
23050742800,55048755500,2011,3,"['Nuclear lifetimes', 'Pixel detectors', 'Position-sensitive semiconductor detectors', 'Radioactive beams', 'Ternary fission', 'Autoradiography', 'Electron imaging', 'Electron microscopy', 'Pixel detector', 'Timepix', 'Hybrid detectors', 'Instrumentation for hadron therapy', 'Particle tracking detectors', 'Radiation monitoring']"
23050742800,55048755500,2012,5,"['fragmentation analysis', 'radiotherapy', 'Timepix detector', '3D silicon tracking detector', 'beam range', 'carbon ions', 'prompt charged particles', 'radiotherapy', '', '', '']"
23050742800,55048755500,2013,1,['']
23050742800,55048755500,2014,2,"['dE/dx detectors', 'Hybrid detectors', 'Instrumentation for heavy-ion therapy', 'Performance of High Energy Physics Detectors', '(pseudo-)stable massive charged particle', 'dark matter', 'doubly charged particles', 'dyons', 'extra dimensions', 'highly ionizing particles', 'LHC magnetic monopole', 'MoEDAL', 'monopolium', 'physics beyond the Standard Model', 'supersymmetry', 'technicolor']"
23050742800,55048755500,2016,1,"['Dosimetry concepts and apparatus', 'Instrumentation for gammaelectron therapy', 'Intra-operative probes', 'X-ray detectors']"
23050742800,55048755500,2017,2,"['Brachytherapy', 'Image fusion', 'In-vivo dosimetry', '']"
23050742800,6507018650,2007,2,"['3D detectors', 'Neutron detectors', 'Neutron imaging', 'Pixel detectors', 'Radiography', '']"
23050742800,6507018650,2010,1,['']
7003829865,56978920200,2008,2,"['', 'hypernuclei']"
7003829865,55048755500,2008,1,['']
7003829865,55048755500,2012,1,"['Neutron imaging, neutron physics', 'Neutron spectroscopy', 'Sources of neutrons']"
7003829865,6507018650,2008,1,['']
7003829865,6507018650,2012,1,"['Neutron imaging, neutron physics', 'Neutron spectroscopy', 'Sources of neutrons']"
56978920200,55048755500,1994,1,['']
56978920200,55048755500,2008,1,['']
56978920200,55048755500,2012,1,['']
56978920200,6507018650,2008,1,['']
56978920200,6507018650,2012,1,['']
56978920200,8301003700,1994,1,['']
55048755500,6507018650,2001,1,"['Defect engineering', 'Non ionizing energy loss', 'Radiation hardness', 'Silicon detectors']"
55048755500,6507018650,2007,2,"['3D detectors', 'Neutron detectors', 'Neutron imaging', 'Pixel detectors', 'Radiography', '']"
55048755500,6507018650,2008,1,['']
55048755500,6507018650,2010,1,['']
55048755500,6507018650,2012,2,"['Neutron imaging, neutron physics', 'Neutron spectroscopy', 'Sources of neutrons', '']"
55048755500,6507018650,2017,1,"['Dosimetry', 'Gamma', 'Medipix', 'Timepix', 'X-ray']"
55048755500,8301003700,1994,1,['']
7003829865,55048755500,2008,1,['']
7003829865,55048755500,2012,1,"['Neutron imaging, neutron physics', 'Neutron spectroscopy', 'Sources of neutrons']"
55048755500,8301003700,1994,1,['']
14826956800,35227520400,2013,1,['']
24759171600,24536744000,2008,1,['']
24759171600,24536744000,2015,1,['']
24759171600,24536744000,2016,1,['']
24759171600,8791928600,2007,1,['']
24759171600,55048755500,1994,1,['']
24759171600,35227520400,1994,1,['']
24759171600,35227520400,2003,1,['']
7003829865,55048755500,2008,1,['']
7003829865,55048755500,2012,1,"['Neutron imaging, neutron physics', 'Neutron spectroscopy', 'Sources of neutrons']"
56978936100,26326826900,2014,1,['']
56978936100,26326826900,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
56978936100,28167597500,2014,1,['']
56978936100,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
55048755500,35227520400,1994,1,['']
26326826900,28167597500,2014,2,"['', '']"
26326826900,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
24759171600,8301003700,1994,1,['']
35227995300,35227998400,2007,1,['']
35227995300,35227998400,2009,1,['']
35227995300,35227998400,2008,2,"['', '']"
35227510800,8301003700,2007,1,['']
26326826900,28167597500,2014,2,"['', '']"
26326826900,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
35227995300,35227998400,2007,1,['']
35227995300,35227998400,2009,1,['']
35227995300,35227998400,2008,2,"['', '']"
7101818394,7003383906,2007,2,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Nickel', 'Particle-reinforcement', 'Creep', 'Hybrid composite', 'Magnesium alloys', 'Microstructure', 'Reinforcement']"
7101818394,7005898036,2007,6,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Nickel', 'Particle-reinforcement', 'Creep', 'Hybrid composite', 'Magnesium alloys', 'Microstructure', 'Reinforcement', 'Aluminium alloys', 'Creep behaviour', 'Equal-channel angular pressing (ECAP)', 'Ultrafine-grained microstructure', 'Anisotropy', 'Equal channel angular pressing (ECAP)', 'High temperature creep', 'Inhomogeneity', 'Orientation imaging microscopy', 'Steiner compact', 'Anisotropy', 'ECAP', 'Equal channel angular pressing', 'Grain size', 'Grain structure', 'Homogeneity', 'OIM', 'Orientation imaging microscopy', 'Subgrain structure', '9-12%Cr steels', 'Creep behaviour', 'Intermittent heating', 'Microstructural changes', 'Variable creep loading']"
7101818394,7005898036,2008,1,"['9-12%Cr steels', 'Creep behaviour', 'Intermittent heating', 'Microstructural changes', 'Variable creep loading']"
7101818394,7005898036,2009,2,"['', '']"
7101818394,7005898036,2010,2,"['Electron microscopy', 'Microstructure', 'Severe plastic deformation', 'Creep', 'Cu alloy', 'Equal-channel angular pressing (ECAP)', 'Ultrafine-grained microstructure']"
7101818394,7005898036,2011,1,"['Creep behavior', 'ECAP', 'Electron back scatter diffraction']"
7101818394,7005898036,2012,2,"['Creep behaviour', 'EBSD', 'Ultrafine-grained microstructure', 'Creep', 'Equal-channel angular pressing (ECAP)', 'Precipitate strengthened alloy']"
7101818394,7005898036,2013,1,"['Electron microscopy', 'Equal-channel angular processing', 'Grain boundaries', 'Mechanical characterization', 'Nanostructured materials']"
7101818394,7005898036,2014,2,"['Creep', 'Equal-channel angular pressing (ECAP)', 'Nanoporosity', 'Orientation imaging microscopy', 'Structure homogeneity', 'Ultrafine-grained materials', '']"
7101818394,7005898036,2015,3,"['Composites', 'Creep properties testing', 'Fibres', 'Interfaces', 'Magnesium alloys', 'Structure', 'Creep', 'ECAP', 'ECAP route', 'UFG materials', 'Bainitic steel', 'Carbide precipitation', 'Creep strength', 'Low-alloy steel', 'Microstructural changes']"
7101818394,7005898036,2017,1,"['Creep', 'Fractography', 'Heat affected zone', 'HR3C steel', 'Microstructure', 'Welding']"
7101818394,7005898036,2018,2,"['9%Cr creep-resistant steels', 'Creep', 'Cyclic thermal loading', 'Fractography', 'Microstructure evolution', 'Precipitation', 'Cobalt-based superalloys', 'Creep damage', 'Creep fracture', 'Creep life', 'Microstructure']"
7101818394,7005283327,2007,3,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Nickel', 'Particle-reinforcement', 'Creep', 'Hybrid composite', 'Magnesium alloys', 'Microstructure', 'Reinforcement', '9-12%Cr steels', 'Creep behaviour', 'Intermittent heating', 'Microstructural changes', 'Variable creep loading']"
7101818394,7005283327,2008,1,"['9-12%Cr steels', 'Creep behaviour', 'Intermittent heating', 'Microstructural changes', 'Variable creep loading']"
7101818394,7005283327,2009,1,['']
7101818394,7005283327,2010,1,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Ultrafine-grained Ni']"
7101818394,7005283327,2011,2,"['', 'Cast Ni based superalloy', 'Creep properties', 'Creep strength', 'Microstructure', 'Phase stability', 'Strengthening mechanism']"
7101818394,7005283327,2012,2,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Ultrafine-grained Ni', 'Creep', 'Electrodeposition', 'Nanocomposite', 'Ultrafine-grained Ni']"
7101818394,7005283327,2015,2,"['Composites', 'Creep properties testing', 'Fibres', 'Interfaces', 'Magnesium alloys', 'Structure', 'Bainitic steel', 'Carbide precipitation', 'Creep strength', 'Low-alloy steel', 'Microstructural changes']"
7101818394,7005283327,2017,1,"['Creep', 'Fractography', 'Heat affected zone', 'HR3C steel', 'Microstructure', 'Welding']"
7101818394,7005283327,2018,1,"['9%Cr creep-resistant steels', 'Creep', 'Cyclic thermal loading', 'Fractography', 'Microstructure evolution', 'Precipitation']"
7003383906,7005898036,2007,2,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Nickel', 'Particle-reinforcement', 'Creep', 'Hybrid composite', 'Magnesium alloys', 'Microstructure', 'Reinforcement']"
7003383906,7005283327,2007,2,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Nickel', 'Particle-reinforcement', 'Creep', 'Hybrid composite', 'Magnesium alloys', 'Microstructure', 'Reinforcement']"
7005898036,7005283327,2007,3,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Nickel', 'Particle-reinforcement', 'Creep', 'Hybrid composite', 'Magnesium alloys', 'Microstructure', 'Reinforcement', '9-12%Cr steels', 'Creep behaviour', 'Intermittent heating', 'Microstructural changes', 'Variable creep loading']"
7005898036,7005283327,2008,1,"['9-12%Cr steels', 'Creep behaviour', 'Intermittent heating', 'Microstructural changes', 'Variable creep loading']"
7005898036,7005283327,2009,1,['']
7005898036,7005283327,2010,1,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Ultrafine-grained Ni']"
7005898036,7005283327,2011,2,"['', 'Cast Ni based superalloy', 'Creep properties', 'Creep strength', 'Microstructure', 'Phase stability', 'Strengthening mechanism']"
7005898036,7005283327,2012,2,"['Creep', 'Electrodeposition', 'Nanocomposite', 'Ultrafine-grained Ni', 'Creep', 'Electrodeposition', 'Nanocomposite', 'Ultrafine-grained Ni']"
7005898036,7005283327,2015,6,"['Composites', 'Creep properties testing', 'Fibres', 'Interfaces', 'Magnesium alloys', 'Structure', 'Ageing', 'Electron microscopy', 'Mechanical characterization', 'Steel', 'Thermomechanical processing', 'Creep behaviour', 'EBSD', 'Hot bending', 'Microstructure', 'P92 steel pipe', '', '', 'Bainitic steel', 'Carbide precipitation', 'Creep strength', 'Low-alloy steel', 'Microstructural changes']"
7005898036,7005283327,2016,2,"['9–12%Cr steels', 'Creep testing', 'High temperature creep', 'Thick-walled pipe', 'Welding', 'Creep', 'Creep cavitation', 'Creep fracture mode', 'Laves phase', 'Steel P92']"
7005898036,7005283327,2017,6,"['Creep', 'Deformation mechanisms', 'MAR-M247 superalloy', 'Creep cavitation', 'Creep damage tolerance factor', 'Creep fracture mode', 'High-temperature fracture', 'Steel P92', 'Creep', 'Fractography', 'Heat affected zone', 'HR3C steel', 'Microstructure', 'Welding', 'Creep', 'Electron microscopy', 'Fracture', 'Mechanical characterisation', 'P92 steel', 'Plasticity', 'Creep', 'Creep damage tolerance factor λ', 'Creep fracture plasticity', 'Fracture mode', 'Creep damage', 'Creep fracture', 'Microstructure', 'P92 steel', 'Welding']"
7005898036,7005283327,2018,5,"['ASTM Grade P92 steel', 'Creep life', 'Creep testing', 'Isothermal ageing', 'Mechanical properties', 'Microstructure evolution', '9%Cr creep-resistant steels', 'Creep', 'Cyclic thermal loading', 'Fractography', 'Microstructure evolution', 'Precipitation', 'Creep', 'Creep-resistant 9%Cr steels', 'EBSD', 'Ultrafine grained materials', 'Creep', 'Creep-resistant 9%Cr steels', 'Electron back scatter diffraction', 'Ultrafine grained materials', 'Creep', 'Creep damage', 'Creep life', 'Deformation', 'Fracture', 'Phenomenological models']"
26326826900,8301003700,2014,2,"['', '']"
26326826900,8301003700,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,8301003700,2018,3,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'coronary CT angiography (CTA)', 'Gamma camera', 'Instrumentation for gamma-electron therapy', 'PET PET/CT', 'Pixelated detectors and associated VLSI electronics', 'Portal imaging', 'SPECT', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
26326826900,28167597500,2014,2,"['', '']"
26326826900,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
8301003700,28167597500,2014,2,"['', '']"
8301003700,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
8301003700,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
26326826900,28167597500,2014,2,"['', '']"
26326826900,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
6701706410,7005671400,2007,1,"['Doped silicon', 'Ellipsometry', 'Metal-insulator transition']"
6701706410,7005671400,2010,2,"['', '']"
6701706410,7005671400,2012,1,['']
6701706410,7005671400,2011,1,"['GaAs', 'GaAsSb', 'InAs', 'Quantum dots']"
6701706410,7005671400,2013,1,['']
24759171600,11040657000,2003,1,['']
24759171600,8791928600,2007,1,['']
24759171600,6602653647,2003,1,['']
11040657000,6602653647,1997,2,"['', '']"
11040657000,6602653647,1998,1,"['Calorimetry', 'Read-out electronics', 'Signal processing']"
11040657000,6602653647,2000,1,['']
11040657000,6602653647,2003,1,['']
11040657000,6602653647,2016,1,"['Detector alignment and calibration methods (lasers, sources, particle-beams); Calorimeters', 'Performance of High Energy Physics Detectors']"
7004562280,56978892700,1994,1,['']
35227995300,35227998400,2007,1,['']
35227995300,35227998400,2009,1,['']
35227995300,35227998400,2008,2,"['', '']"
24759171600,24536744000,2008,1,['']
24759171600,24536744000,2015,1,['']
24759171600,24536744000,2016,1,['']
24759171600,8791928600,2007,1,['']
24759171600,8301003700,1994,1,['']
11040657000,6602653647,1997,2,"['', '']"
11040657000,6602653647,1998,1,"['Calorimetry', 'Read-out electronics', 'Signal processing']"
11040657000,6602653647,2000,1,['']
11040657000,6602653647,2003,1,['']
11040657000,6602653647,2016,1,"['Detector alignment and calibration methods (lasers, sources, particle-beams); Calorimeters', 'Performance of High Energy Physics Detectors']"
24759171600,8301003700,1994,1,['']
35227510800,8301003700,2007,1,['']
26326826900,8301003700,2014,2,"['', '']"
26326826900,8301003700,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,8301003700,2018,3,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'coronary CT angiography (CTA)', 'Gamma camera', 'Instrumentation for gamma-electron therapy', 'PET PET/CT', 'Pixelated detectors and associated VLSI electronics', 'Portal imaging', 'SPECT', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
26326826900,28167597500,2014,2,"['', '']"
26326826900,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
14826956800,16305491200,2007,1,['']
14826956800,16305491200,2008,1,"['Active pixel sensor', 'DEPFET', 'International Linear Collider (ILC)', 'Solid state detector', 'Vertex detector']"
26326826900,28167597500,2014,2,"['', '']"
26326826900,28167597500,2016,2,"['Front-end electronics for detector readout', 'Particle tracking detectors (Solid-state detectors); Radiation-hard electronics', 'VLSI circuits', '']"
26326826900,28167597500,2018,2,"['Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'Radiation damage to electronic components', 'X-ray detectors', 'Front-end electronics for detector readout', 'Pixelated detectors and associated VLSI electronics', 'X-ray detectors']"
24759171600,24536744000,2008,1,['']
24759171600,24536744000,2015,1,['']
24759171600,24536744000,2016,1,['']
24759171600,8791928600,2007,1,['']
24759171600,35227520400,1994,1,['']
24759171600,35227520400,2003,1,['']
24759171600,8301003700,1994,1,['']
35227520400,8301003700,1994,1,['']
24759171600,11040657000,2003,1,['']
24759171600,6602653647,2003,1,['']
11040657000,6602653647,1997,2,"['', '']"
11040657000,6602653647,1998,1,"['Calorimetry', 'Read-out electronics', 'Signal processing']"
11040657000,6602653647,2000,1,['']
11040657000,6602653647,2003,1,['']
11040657000,6602653647,2016,1,"['Detector alignment and calibration methods (lasers, sources, particle-beams); Calorimeters', 'Performance of High Energy Physics Detectors']"
6701564540,22134085000,2008,1,"['5-Azacytosine', 'NMR spectroscopy', 'Reaction kinetics', 'Triazine ring opening']"
6701564540,22134085000,2010,1,['']
6701564540,22134085000,2011,2,"['8-Aza-7,9-dideazaxanthine', 'Nucleotide analog', 'Pyrrolo[3,4-d]pyrimidine', 'Acyclic nucleoside phosphonate', 'Adefovir', 'Antivirals', 'Cidofovir', 'In vitro evaluation', 'Phosphonate ester', 'Prodrugs']"
6701564540,22134085000,2012,2,"['5-Phospho-α-d-ribosyl-1-pyrophosphate', 'Acyclic nucleoside phosphonates', 'Hypoxanthine-guanine-(xanthine)-phosphoribosyltransferase', 'Malaria', 'Plasmodium falciparum', 'Plasmodium vivax', 'Acyclic nucleoside phosphonate', 'Antivirals', 'In vitro evaluation', 'Phosphonate ester', 'Prodrugs']"
6701564540,22134085000,2013,1,"['(Phosphonomethoxy)propyl', 'Acyclic nucleoside phosphonates', 'Antivirals', 'HIV', 'PMPDAP', 'Prodrugs', 'Purine']"
6701564540,22134085000,2017,1,"['5-Azacytosine', 'Acyclic nucleoside phosphonates', 'Antivirals', 'HPMP-5-azaC', 'Open-ring', 'Phosphonate', 'PME-azaC', 'PMEO-DAPy', 'Prodrug']"
6701564540,7102280650,2007,6,"['', '', 'Enzymes', 'Nucleic acids', 'Nucleotides', 'Polymerization', 'Synthetic biology', 'Acyclic nucleoside pnospnonates', 'Acyclic nucleotide analogues', 'Antivirals', 'Cidofovir', 'Cytosine', 'Pynmiuines', 'Thymidine phosphorylase inhibitors', '', '']"
6701564540,7102280650,2008,5,"['Alpha-5-aza-2′-deoxycytidine', 'c-myc', 'DNA hypomethylation', 'hTERT', '5-Azacytosine', 'NMR spectroscopy', 'Reaction kinetics', 'Triazine ring opening', 'Acyclic nucleoside phosphonate', 'Cidofovir', 'HPMP-5-azaC', 'HPMPC', '', '']"
6701564540,7102280650,2010,3,"['5-Azacytosine', 'Acyclic nucleoside phosphonates', 'Antivirals', 'Carbamoylguanidine', 'Condensation', 'Orthoesters', '6-Oxopurine phosphoribosyltransferase', 'Acyclic nucleoside phosphonates', 'Plasmodium vivax', 'Purine salvage pathway', '']"
6701564540,7102280650,2011,1,"['Acyclic nucleoside phosphonate', 'Adefovir', 'Antivirals', 'Cidofovir', 'In vitro evaluation', 'Phosphonate ester', 'Prodrugs']"
6701564540,7102280650,2012,2,"['5-Phospho-α-d-ribosyl-1-pyrophosphate', 'Acyclic nucleoside phosphonates', 'Hypoxanthine-guanine-(xanthine)-phosphoribosyltransferase', 'Malaria', 'Plasmodium falciparum', 'Plasmodium vivax', 'β-Galactosidase', 'Galactosylation', 'Glycosylation', 'Prodrug']"
